global_row,task,episode,calibration,method,failure,final_state,ever_alarm,first_alarm,ever_signal_cleared,alarm_then_cleared
433,libero_goal/open_the_middle_drawer_of_the_cabinet,33,episode,v82_reference,False,NORMAL,False,-1,False,False
434,libero_goal/open_the_middle_drawer_of_the_cabinet,34,episode,v82_reference,False,NORMAL,False,-1,False,False
435,libero_goal/open_the_middle_drawer_of_the_cabinet,35,episode,v82_reference,False,NORMAL,False,-1,False,False
436,libero_goal/open_the_middle_drawer_of_the_cabinet,36,episode,v82_reference,False,NORMAL,False,-1,False,False
437,libero_goal/open_the_middle_drawer_of_the_cabinet,37,episode,v82_reference,False,NORMAL,False,-1,False,False
438,libero_goal/open_the_middle_drawer_of_the_cabinet,38,episode,v82_reference,False,NORMAL,False,-1,False,False
439,libero_goal/open_the_middle_drawer_of_the_cabinet,39,episode,v82_reference,False,NORMAL,False,-1,False,False
440,libero_goal/open_the_middle_drawer_of_the_cabinet,40,episode,v82_reference,False,NORMAL,False,-1,False,False
441,libero_goal/open_the_middle_drawer_of_the_cabinet,41,episode,v82_reference,False,NORMAL,False,-1,False,False
442,libero_goal/open_the_middle_drawer_of_the_cabinet,42,episode,v82_reference,False,NORMAL,False,-1,False,False
443,libero_goal/open_the_middle_drawer_of_the_cabinet,43,episode,v82_reference,False,NORMAL,False,-1,False,False
444,libero_goal/open_the_middle_drawer_of_the_cabinet,44,episode,v82_reference,False,NORMAL,False,-1,False,False
445,libero_goal/open_the_middle_drawer_of_the_cabinet,45,episode,v82_reference,False,NORMAL,False,-1,False,False
446,libero_goal/open_the_middle_drawer_of_the_cabinet,46,episode,v82_reference,False,NORMAL,False,-1,False,False
447,libero_goal/open_the_middle_drawer_of_the_cabinet,47,episode,v82_reference,False,NORMAL,False,-1,False,False
448,libero_goal/open_the_middle_drawer_of_the_cabinet,48,episode,v82_reference,False,NORMAL,False,-1,False,False
449,libero_goal/open_the_middle_drawer_of_the_cabinet,49,episode,v82_reference,False,NORMAL,False,-1,False,False
450,libero_goal/open_the_middle_drawer_of_the_cabinet,50,episode,v82_reference,False,NORMAL,False,-1,False,False
451,libero_goal/open_the_middle_drawer_of_the_cabinet,51,episode,v82_reference,False,NORMAL,False,-1,False,False
452,libero_goal/open_the_middle_drawer_of_the_cabinet,52,episode,v82_reference,False,NORMAL,False,-1,False,False
453,libero_goal/open_the_middle_drawer_of_the_cabinet,53,episode,v82_reference,False,NORMAL,False,-1,False,False
454,libero_goal/open_the_middle_drawer_of_the_cabinet,54,episode,v82_reference,False,NORMAL,False,-1,False,False
455,libero_goal/open_the_middle_drawer_of_the_cabinet,55,episode,v82_reference,False,NORMAL,False,-1,False,False
456,libero_goal/open_the_middle_drawer_of_the_cabinet,56,episode,v82_reference,False,NORMAL,False,-1,False,False
457,libero_goal/open_the_middle_drawer_of_the_cabinet,57,episode,v82_reference,False,NORMAL,False,-1,False,False
458,libero_goal/open_the_middle_drawer_of_the_cabinet,58,episode,v82_reference,False,NORMAL,False,-1,False,False
459,libero_goal/open_the_middle_drawer_of_the_cabinet,59,episode,v82_reference,False,NORMAL,False,-1,False,False
460,libero_goal/open_the_middle_drawer_of_the_cabinet,60,episode,v82_reference,False,NORMAL,False,-1,False,False
461,libero_goal/open_the_middle_drawer_of_the_cabinet,61,episode,v82_reference,False,NORMAL,False,-1,False,False
462,libero_goal/open_the_middle_drawer_of_the_cabinet,62,episode,v82_reference,False,NORMAL,False,-1,False,False
463,libero_goal/open_the_middle_drawer_of_the_cabinet,63,episode,v82_reference,False,NORMAL,False,-1,False,False
464,libero_goal/open_the_middle_drawer_of_the_cabinet,64,episode,v82_reference,False,NORMAL,False,-1,False,False
465,libero_goal/open_the_middle_drawer_of_the_cabinet,65,episode,v82_reference,False,NORMAL,False,-1,False,False
466,libero_goal/open_the_middle_drawer_of_the_cabinet,66,episode,v82_reference,False,NORMAL,False,-1,False,False
467,libero_goal/open_the_middle_drawer_of_the_cabinet,67,episode,v82_reference,False,NORMAL,False,-1,False,False
468,libero_goal/open_the_middle_drawer_of_the_cabinet,68,episode,v82_reference,False,NORMAL,False,-1,False,False
469,libero_goal/open_the_middle_drawer_of_the_cabinet,69,episode,v82_reference,False,NORMAL,False,-1,False,False
470,libero_goal/open_the_middle_drawer_of_the_cabinet,70,episode,v82_reference,False,NORMAL,False,-1,False,False
471,libero_goal/open_the_middle_drawer_of_the_cabinet,71,episode,v82_reference,False,NORMAL,False,-1,False,False
472,libero_goal/open_the_middle_drawer_of_the_cabinet,72,episode,v82_reference,False,NORMAL,False,-1,False,False
473,libero_goal/open_the_middle_drawer_of_the_cabinet,73,episode,v82_reference,False,NORMAL,False,-1,False,False
474,libero_goal/open_the_middle_drawer_of_the_cabinet,74,episode,v82_reference,False,NORMAL,False,-1,False,False
475,libero_goal/open_the_middle_drawer_of_the_cabinet,75,episode,v82_reference,False,NORMAL,False,-1,False,False
476,libero_goal/open_the_middle_drawer_of_the_cabinet,76,episode,v82_reference,False,NORMAL,False,-1,False,False
477,libero_goal/open_the_middle_drawer_of_the_cabinet,77,episode,v82_reference,False,NORMAL,False,-1,False,False
478,libero_goal/open_the_middle_drawer_of_the_cabinet,78,episode,v82_reference,False,NORMAL,False,-1,False,False
479,libero_goal/open_the_middle_drawer_of_the_cabinet,79,episode,v82_reference,False,NORMAL,False,-1,False,False
480,libero_goal/open_the_middle_drawer_of_the_cabinet,80,episode,v82_reference,False,NORMAL,False,-1,False,False
481,libero_goal/open_the_middle_drawer_of_the_cabinet,81,episode,v82_reference,False,NORMAL,False,-1,False,False
482,libero_goal/open_the_middle_drawer_of_the_cabinet,82,episode,v82_reference,False,NORMAL,False,-1,False,False
483,libero_goal/open_the_middle_drawer_of_the_cabinet,83,episode,v82_reference,False,NORMAL,False,-1,False,False
484,libero_goal/open_the_middle_drawer_of_the_cabinet,84,episode,v82_reference,False,NORMAL,False,-1,False,False
485,libero_goal/open_the_middle_drawer_of_the_cabinet,85,episode,v82_reference,False,NORMAL,False,-1,False,False
486,libero_goal/open_the_middle_drawer_of_the_cabinet,86,episode,v82_reference,False,NORMAL,False,-1,False,False
487,libero_goal/open_the_middle_drawer_of_the_cabinet,87,episode,v82_reference,False,NORMAL,False,-1,False,False
488,libero_goal/open_the_middle_drawer_of_the_cabinet,88,episode,v82_reference,False,NORMAL,False,-1,False,False
489,libero_goal/open_the_middle_drawer_of_the_cabinet,89,episode,v82_reference,False,NORMAL,False,-1,False,False
490,libero_goal/open_the_middle_drawer_of_the_cabinet,90,episode,v82_reference,False,NORMAL,False,-1,False,False
491,libero_goal/open_the_middle_drawer_of_the_cabinet,91,episode,v82_reference,False,NORMAL,False,-1,False,False
492,libero_goal/open_the_middle_drawer_of_the_cabinet,92,episode,v82_reference,False,NORMAL,False,-1,False,False
493,libero_goal/open_the_middle_drawer_of_the_cabinet,93,episode,v82_reference,False,NORMAL,False,-1,False,False
494,libero_goal/open_the_middle_drawer_of_the_cabinet,94,episode,v82_reference,False,NORMAL,False,-1,False,False
495,libero_goal/open_the_middle_drawer_of_the_cabinet,95,episode,v82_reference,False,NORMAL,False,-1,False,False
496,libero_goal/open_the_middle_drawer_of_the_cabinet,96,episode,v82_reference,False,NORMAL,False,-1,False,False
497,libero_goal/open_the_middle_drawer_of_the_cabinet,97,episode,v82_reference,False,NORMAL,False,-1,False,False
498,libero_goal/open_the_middle_drawer_of_the_cabinet,98,episode,v82_reference,False,NORMAL,False,-1,False,False
499,libero_goal/open_the_middle_drawer_of_the_cabinet,99,episode,v82_reference,False,NORMAL,False,-1,False,False
500,libero_goal/open_the_middle_drawer_of_the_cabinet,100,episode,v82_reference,False,NORMAL,False,-1,False,False
501,libero_goal/open_the_middle_drawer_of_the_cabinet,101,episode,v82_reference,False,NORMAL,False,-1,False,False
502,libero_goal/open_the_middle_drawer_of_the_cabinet,102,episode,v82_reference,False,NORMAL,False,-1,False,False
503,libero_goal/open_the_middle_drawer_of_the_cabinet,103,episode,v82_reference,False,NORMAL,False,-1,False,False
504,libero_goal/open_the_middle_drawer_of_the_cabinet,104,episode,v82_reference,False,NORMAL,False,-1,False,False
505,libero_goal/open_the_middle_drawer_of_the_cabinet,105,episode,v82_reference,False,NORMAL,False,-1,False,False
506,libero_goal/open_the_middle_drawer_of_the_cabinet,106,episode,v82_reference,False,NORMAL,False,-1,False,False
507,libero_goal/open_the_middle_drawer_of_the_cabinet,107,episode,v82_reference,False,NORMAL,False,-1,False,False
508,libero_goal/open_the_middle_drawer_of_the_cabinet,108,episode,v82_reference,False,NORMAL,False,-1,False,False
509,libero_goal/open_the_middle_drawer_of_the_cabinet,109,episode,v82_reference,False,NORMAL,False,-1,False,False
510,libero_goal/open_the_middle_drawer_of_the_cabinet,110,episode,v82_reference,False,NORMAL,False,-1,False,False
511,libero_goal/open_the_middle_drawer_of_the_cabinet,111,episode,v82_reference,False,NORMAL,False,-1,False,False
512,libero_goal/open_the_middle_drawer_of_the_cabinet,112,episode,v82_reference,False,NORMAL,False,-1,False,False
513,libero_goal/open_the_middle_drawer_of_the_cabinet,113,episode,v82_reference,False,NORMAL,False,-1,False,False
514,libero_goal/open_the_middle_drawer_of_the_cabinet,114,episode,v82_reference,False,NORMAL,False,-1,False,False
515,libero_goal/open_the_middle_drawer_of_the_cabinet,115,episode,v82_reference,False,NORMAL,False,-1,False,False
516,libero_goal/open_the_middle_drawer_of_the_cabinet,116,episode,v82_reference,False,NORMAL,False,-1,False,False
517,libero_goal/open_the_middle_drawer_of_the_cabinet,117,episode,v82_reference,False,NORMAL,False,-1,False,False
518,libero_goal/open_the_middle_drawer_of_the_cabinet,118,episode,v82_reference,False,NORMAL,False,-1,False,False
519,libero_goal/open_the_middle_drawer_of_the_cabinet,119,episode,v82_reference,False,NORMAL,False,-1,False,False
520,libero_goal/open_the_middle_drawer_of_the_cabinet,120,episode,v82_reference,False,NORMAL,False,-1,False,False
521,libero_goal/open_the_middle_drawer_of_the_cabinet,121,episode,v82_reference,False,NORMAL,False,-1,False,False
522,libero_goal/open_the_middle_drawer_of_the_cabinet,122,episode,v82_reference,False,NORMAL,False,-1,False,False
523,libero_goal/open_the_middle_drawer_of_the_cabinet,123,episode,v82_reference,False,NORMAL,False,-1,False,False
524,libero_goal/open_the_middle_drawer_of_the_cabinet,124,episode,v82_reference,False,NORMAL,False,-1,False,False
525,libero_goal/open_the_middle_drawer_of_the_cabinet,125,episode,v82_reference,False,NORMAL,False,-1,False,False
526,libero_goal/open_the_middle_drawer_of_the_cabinet,126,episode,v82_reference,False,NORMAL,False,-1,False,False
527,libero_goal/open_the_middle_drawer_of_the_cabinet,127,episode,v82_reference,False,NORMAL,False,-1,False,False
528,libero_goal/open_the_middle_drawer_of_the_cabinet,128,episode,v82_reference,False,NORMAL,False,-1,False,False
529,libero_goal/open_the_middle_drawer_of_the_cabinet,129,episode,v82_reference,False,NORMAL,False,-1,False,False
530,libero_goal/open_the_middle_drawer_of_the_cabinet,130,episode,v82_reference,False,NORMAL,False,-1,False,False
531,libero_goal/open_the_middle_drawer_of_the_cabinet,131,episode,v82_reference,False,NORMAL,False,-1,False,False
532,libero_goal/open_the_middle_drawer_of_the_cabinet,132,episode,v82_reference,False,NORMAL,False,-1,False,False
533,libero_goal/open_the_middle_drawer_of_the_cabinet,133,episode,v82_reference,False,NORMAL,False,-1,False,False
534,libero_goal/open_the_middle_drawer_of_the_cabinet,134,episode,v82_reference,False,NORMAL,False,-1,False,False
535,libero_goal/open_the_middle_drawer_of_the_cabinet,135,episode,v82_reference,False,NORMAL,False,-1,False,False
536,libero_goal/open_the_middle_drawer_of_the_cabinet,136,episode,v82_reference,False,NORMAL,False,-1,False,False
537,libero_goal/open_the_middle_drawer_of_the_cabinet,137,episode,v82_reference,False,NORMAL,False,-1,False,False
538,libero_goal/open_the_middle_drawer_of_the_cabinet,138,episode,v82_reference,False,NORMAL,False,-1,False,False
539,libero_goal/open_the_middle_drawer_of_the_cabinet,139,episode,v82_reference,False,NORMAL,False,-1,False,False
540,libero_goal/open_the_middle_drawer_of_the_cabinet,140,episode,v82_reference,False,NORMAL,False,-1,False,False
541,libero_goal/open_the_middle_drawer_of_the_cabinet,141,episode,v82_reference,False,NORMAL,False,-1,False,False
542,libero_goal/open_the_middle_drawer_of_the_cabinet,142,episode,v82_reference,False,NORMAL,False,-1,False,False
543,libero_goal/open_the_middle_drawer_of_the_cabinet,143,episode,v82_reference,False,NORMAL,False,-1,False,False
544,libero_goal/open_the_middle_drawer_of_the_cabinet,144,episode,v82_reference,False,NORMAL,False,-1,False,False
545,libero_goal/open_the_middle_drawer_of_the_cabinet,145,episode,v82_reference,False,NORMAL,False,-1,False,False
546,libero_goal/open_the_middle_drawer_of_the_cabinet,146,episode,v82_reference,False,NORMAL,False,-1,False,False
547,libero_goal/open_the_middle_drawer_of_the_cabinet,147,episode,v82_reference,False,NORMAL,False,-1,False,False
548,libero_goal/open_the_middle_drawer_of_the_cabinet,148,episode,v82_reference,False,NORMAL,False,-1,False,False
549,libero_goal/open_the_middle_drawer_of_the_cabinet,149,episode,v82_reference,False,NORMAL,False,-1,False,False
550,libero_goal/open_the_middle_drawer_of_the_cabinet,150,episode,v82_reference,False,NORMAL,False,-1,False,False
551,libero_goal/open_the_middle_drawer_of_the_cabinet,151,episode,v82_reference,False,NORMAL,False,-1,False,False
552,libero_goal/open_the_middle_drawer_of_the_cabinet,152,episode,v82_reference,False,NORMAL,False,-1,False,False
553,libero_goal/open_the_middle_drawer_of_the_cabinet,153,episode,v82_reference,False,NORMAL,False,-1,False,False
554,libero_goal/open_the_middle_drawer_of_the_cabinet,154,episode,v82_reference,False,NORMAL,False,-1,False,False
555,libero_goal/open_the_middle_drawer_of_the_cabinet,155,episode,v82_reference,False,NORMAL,False,-1,False,False
556,libero_goal/open_the_middle_drawer_of_the_cabinet,156,episode,v82_reference,False,NORMAL,False,-1,False,False
557,libero_goal/open_the_middle_drawer_of_the_cabinet,157,episode,v82_reference,False,NORMAL,False,-1,False,False
558,libero_goal/open_the_middle_drawer_of_the_cabinet,158,episode,v82_reference,False,NORMAL,False,-1,False,False
559,libero_goal/open_the_middle_drawer_of_the_cabinet,159,episode,v82_reference,False,NORMAL,False,-1,False,False
560,libero_goal/open_the_middle_drawer_of_the_cabinet,160,episode,v82_reference,False,NORMAL,False,-1,False,False
561,libero_goal/open_the_middle_drawer_of_the_cabinet,161,episode,v82_reference,False,NORMAL,False,-1,False,False
562,libero_goal/open_the_middle_drawer_of_the_cabinet,162,episode,v82_reference,False,NORMAL,False,-1,False,False
563,libero_goal/open_the_middle_drawer_of_the_cabinet,163,episode,v82_reference,False,NORMAL,False,-1,False,False
564,libero_goal/open_the_middle_drawer_of_the_cabinet,164,episode,v82_reference,False,NORMAL,False,-1,False,False
565,libero_goal/open_the_middle_drawer_of_the_cabinet,165,episode,v82_reference,False,NORMAL,False,-1,False,False
566,libero_goal/open_the_middle_drawer_of_the_cabinet,166,episode,v82_reference,False,NORMAL,False,-1,False,False
567,libero_goal/open_the_middle_drawer_of_the_cabinet,167,episode,v82_reference,False,NORMAL,False,-1,False,False
568,libero_goal/open_the_middle_drawer_of_the_cabinet,168,episode,v82_reference,False,NORMAL,False,-1,False,False
569,libero_goal/open_the_middle_drawer_of_the_cabinet,169,episode,v82_reference,False,NORMAL,False,-1,False,False
570,libero_goal/open_the_middle_drawer_of_the_cabinet,170,episode,v82_reference,False,NORMAL,False,-1,False,False
571,libero_goal/open_the_middle_drawer_of_the_cabinet,171,episode,v82_reference,False,NORMAL,False,-1,False,False
572,libero_goal/open_the_middle_drawer_of_the_cabinet,172,episode,v82_reference,False,NORMAL,False,-1,False,False
573,libero_goal/open_the_middle_drawer_of_the_cabinet,173,episode,v82_reference,False,NORMAL,False,-1,False,False
574,libero_goal/open_the_middle_drawer_of_the_cabinet,174,episode,v82_reference,False,NORMAL,False,-1,False,False
575,libero_goal/open_the_middle_drawer_of_the_cabinet,175,episode,v82_reference,False,NORMAL,False,-1,False,False
576,libero_goal/open_the_middle_drawer_of_the_cabinet,176,episode,v82_reference,False,NORMAL,False,-1,False,False
577,libero_goal/open_the_middle_drawer_of_the_cabinet,177,episode,v82_reference,False,NORMAL,False,-1,False,False
578,libero_goal/open_the_middle_drawer_of_the_cabinet,178,episode,v82_reference,False,NORMAL,False,-1,False,False
579,libero_goal/open_the_middle_drawer_of_the_cabinet,179,episode,v82_reference,False,NORMAL,False,-1,False,False
580,libero_goal/open_the_middle_drawer_of_the_cabinet,180,episode,v82_reference,False,NORMAL,False,-1,False,False
581,libero_goal/open_the_middle_drawer_of_the_cabinet,181,episode,v82_reference,False,NORMAL,False,-1,False,False
582,libero_goal/open_the_middle_drawer_of_the_cabinet,182,episode,v82_reference,False,NORMAL,False,-1,False,False
583,libero_goal/open_the_middle_drawer_of_the_cabinet,183,episode,v82_reference,False,NORMAL,False,-1,False,False
584,libero_goal/open_the_middle_drawer_of_the_cabinet,184,episode,v82_reference,False,NORMAL,False,-1,False,False
585,libero_goal/open_the_middle_drawer_of_the_cabinet,185,episode,v82_reference,False,NORMAL,False,-1,False,False
586,libero_goal/open_the_middle_drawer_of_the_cabinet,186,episode,v82_reference,False,NORMAL,False,-1,False,False
587,libero_goal/open_the_middle_drawer_of_the_cabinet,187,episode,v82_reference,False,NORMAL,False,-1,False,False
588,libero_goal/open_the_middle_drawer_of_the_cabinet,188,episode,v82_reference,False,NORMAL,False,-1,False,False
589,libero_goal/open_the_middle_drawer_of_the_cabinet,189,episode,v82_reference,False,NORMAL,False,-1,False,False
590,libero_goal/open_the_middle_drawer_of_the_cabinet,190,episode,v82_reference,False,NORMAL,False,-1,False,False
591,libero_goal/open_the_middle_drawer_of_the_cabinet,191,episode,v82_reference,False,NORMAL,False,-1,False,False
592,libero_goal/open_the_middle_drawer_of_the_cabinet,192,episode,v82_reference,False,NORMAL,False,-1,False,False
593,libero_goal/open_the_middle_drawer_of_the_cabinet,193,episode,v82_reference,False,NORMAL,False,-1,False,False
594,libero_goal/open_the_middle_drawer_of_the_cabinet,194,episode,v82_reference,False,NORMAL,False,-1,False,False
595,libero_goal/open_the_middle_drawer_of_the_cabinet,195,episode,v82_reference,False,NORMAL,False,-1,False,False
596,libero_goal/open_the_middle_drawer_of_the_cabinet,196,episode,v82_reference,False,NORMAL,False,-1,False,False
597,libero_goal/open_the_middle_drawer_of_the_cabinet,197,episode,v82_reference,False,NORMAL,False,-1,False,False
598,libero_goal/open_the_middle_drawer_of_the_cabinet,198,episode,v82_reference,False,NORMAL,False,-1,False,False
599,libero_goal/open_the_middle_drawer_of_the_cabinet,199,episode,v82_reference,False,NORMAL,False,-1,False,False
600,libero_goal/open_the_middle_drawer_of_the_cabinet,200,episode,v82_reference,False,NORMAL,False,-1,False,False
601,libero_goal/open_the_middle_drawer_of_the_cabinet,201,episode,v82_reference,False,NORMAL,False,-1,False,False
602,libero_goal/open_the_middle_drawer_of_the_cabinet,202,episode,v82_reference,False,NORMAL,False,-1,False,False
603,libero_goal/open_the_middle_drawer_of_the_cabinet,203,episode,v82_reference,False,NORMAL,False,-1,False,False
604,libero_goal/open_the_middle_drawer_of_the_cabinet,204,episode,v82_reference,False,NORMAL,False,-1,False,False
605,libero_goal/open_the_middle_drawer_of_the_cabinet,205,episode,v82_reference,False,NORMAL,False,-1,False,False
606,libero_goal/open_the_middle_drawer_of_the_cabinet,206,episode,v82_reference,False,NORMAL,False,-1,False,False
607,libero_goal/open_the_middle_drawer_of_the_cabinet,207,episode,v82_reference,False,NORMAL,False,-1,False,False
608,libero_goal/open_the_middle_drawer_of_the_cabinet,208,episode,v82_reference,False,NORMAL,False,-1,False,False
609,libero_goal/open_the_middle_drawer_of_the_cabinet,209,episode,v82_reference,False,NORMAL,False,-1,False,False
610,libero_goal/open_the_middle_drawer_of_the_cabinet,210,episode,v82_reference,False,NORMAL,False,-1,False,False
611,libero_goal/open_the_middle_drawer_of_the_cabinet,211,episode,v82_reference,False,NORMAL,False,-1,False,False
612,libero_goal/open_the_middle_drawer_of_the_cabinet,212,episode,v82_reference,False,NORMAL,False,-1,False,False
613,libero_goal/open_the_middle_drawer_of_the_cabinet,213,episode,v82_reference,False,NORMAL,False,-1,False,False
614,libero_goal/open_the_middle_drawer_of_the_cabinet,214,episode,v82_reference,False,NORMAL,False,-1,False,False
615,libero_goal/open_the_middle_drawer_of_the_cabinet,215,episode,v82_reference,False,NORMAL,False,-1,False,False
616,libero_goal/open_the_middle_drawer_of_the_cabinet,216,episode,v82_reference,False,NORMAL,False,-1,False,False
617,libero_goal/open_the_middle_drawer_of_the_cabinet,217,episode,v82_reference,False,NORMAL,False,-1,False,False
618,libero_goal/open_the_middle_drawer_of_the_cabinet,218,episode,v82_reference,False,NORMAL,False,-1,False,False
619,libero_goal/open_the_middle_drawer_of_the_cabinet,219,episode,v82_reference,False,NORMAL,False,-1,False,False
620,libero_goal/open_the_middle_drawer_of_the_cabinet,220,episode,v82_reference,False,NORMAL,False,-1,False,False
621,libero_goal/open_the_middle_drawer_of_the_cabinet,221,episode,v82_reference,False,NORMAL,False,-1,False,False
622,libero_goal/open_the_middle_drawer_of_the_cabinet,222,episode,v82_reference,False,NORMAL,False,-1,False,False
623,libero_goal/open_the_middle_drawer_of_the_cabinet,223,episode,v82_reference,False,NORMAL,False,-1,False,False
624,libero_goal/open_the_middle_drawer_of_the_cabinet,224,episode,v82_reference,False,NORMAL,False,-1,False,False
625,libero_goal/open_the_middle_drawer_of_the_cabinet,225,episode,v82_reference,False,NORMAL,False,-1,False,False
626,libero_goal/open_the_middle_drawer_of_the_cabinet,226,episode,v82_reference,False,NORMAL,False,-1,False,False
627,libero_goal/open_the_middle_drawer_of_the_cabinet,227,episode,v82_reference,False,NORMAL,False,-1,False,False
628,libero_goal/open_the_middle_drawer_of_the_cabinet,228,episode,v82_reference,False,NORMAL,False,-1,False,False
629,libero_goal/open_the_middle_drawer_of_the_cabinet,229,episode,v82_reference,False,NORMAL,False,-1,False,False
630,libero_goal/open_the_middle_drawer_of_the_cabinet,230,episode,v82_reference,False,NORMAL,False,-1,False,False
631,libero_goal/open_the_middle_drawer_of_the_cabinet,231,episode,v82_reference,False,NORMAL,False,-1,False,False
632,libero_goal/open_the_middle_drawer_of_the_cabinet,232,episode,v82_reference,False,NORMAL,False,-1,False,False
633,libero_goal/open_the_middle_drawer_of_the_cabinet,233,episode,v82_reference,False,NORMAL,False,-1,False,False
634,libero_goal/open_the_middle_drawer_of_the_cabinet,234,episode,v82_reference,False,NORMAL,False,-1,False,False
635,libero_goal/open_the_middle_drawer_of_the_cabinet,235,episode,v82_reference,False,NORMAL,False,-1,False,False
636,libero_goal/open_the_middle_drawer_of_the_cabinet,236,episode,v82_reference,False,NORMAL,False,-1,False,False
637,libero_goal/open_the_middle_drawer_of_the_cabinet,237,episode,v82_reference,False,NORMAL,False,-1,False,False
638,libero_goal/open_the_middle_drawer_of_the_cabinet,238,episode,v82_reference,False,NORMAL,False,-1,False,False
639,libero_goal/open_the_middle_drawer_of_the_cabinet,239,episode,v82_reference,False,NORMAL,False,-1,False,False
640,libero_goal/open_the_middle_drawer_of_the_cabinet,240,episode,v82_reference,False,NORMAL,False,-1,False,False
641,libero_goal/open_the_middle_drawer_of_the_cabinet,241,episode,v82_reference,False,NORMAL,False,-1,False,False
642,libero_goal/open_the_middle_drawer_of_the_cabinet,242,episode,v82_reference,False,NORMAL,False,-1,False,False
643,libero_goal/open_the_middle_drawer_of_the_cabinet,243,episode,v82_reference,False,NORMAL,False,-1,False,False
644,libero_goal/open_the_middle_drawer_of_the_cabinet,244,episode,v82_reference,False,NORMAL,False,-1,False,False
645,libero_goal/open_the_middle_drawer_of_the_cabinet,245,episode,v82_reference,False,NORMAL,False,-1,False,False
646,libero_goal/open_the_middle_drawer_of_the_cabinet,246,episode,v82_reference,False,NORMAL,False,-1,False,False
647,libero_goal/open_the_middle_drawer_of_the_cabinet,247,episode,v82_reference,False,NORMAL,False,-1,False,False
