fold,global_row,run_id,suite,task,episode,init_state_id,noise_seed,length,failure,scope,method,calibration,alpha,threshold,first_alarm_query,first_alarm_inference_number,executed_task_action_steps_before_alarm,alarm_fraction_of_queries,decision
libero_goal_20260907,410,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,10,1,1010,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,411,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,11,1,1011,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,412,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,12,1,1012,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,413,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,13,1,1013,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,414,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,14,1,1014,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,415,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,15,1,1015,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,472,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,72,9,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,473,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,73,9,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,474,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,74,9,1010,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,475,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,75,9,1011,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,476,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,76,9,1012,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,477,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,77,9,1013,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,478,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,78,9,1014,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,479,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,79,9,1015,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,488,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,88,11,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,489,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,89,11,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,490,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,90,11,1010,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,491,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,91,11,1011,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,492,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,92,11,1012,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,493,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,93,11,1013,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,494,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,94,11,1014,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,495,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,95,11,1015,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,504,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,104,13,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,505,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,105,13,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,506,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,106,13,1010,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,507,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,107,13,1011,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,508,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,108,13,1012,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,509,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,109,13,1013,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,510,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,110,13,1014,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,511,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,111,13,1015,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,688,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,288,36,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,689,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,289,36,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,690,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,290,36,1010,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,691,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,291,36,1011,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,692,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,292,36,1012,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,693,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,293,36,1013,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,694,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,294,36,1014,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,695,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,295,36,1015,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,712,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,312,39,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,713,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,313,39,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,714,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,314,39,1010,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,715,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,315,39,1011,14,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,716,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,316,39,1012,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,717,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,317,39,1013,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,718,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,318,39,1014,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,719,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,319,39,1015,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,720,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,320,40,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,721,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,321,40,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,722,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,322,40,1010,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,723,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,323,40,1011,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,724,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,324,40,1012,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,725,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,325,40,1013,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,726,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,326,40,1014,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,727,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,327,40,1015,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,736,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,336,42,1008,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,737,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,337,42,1009,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,738,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,338,42,1010,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,739,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,339,42,1011,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,740,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,340,42,1012,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,741,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,341,42,1013,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,742,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,342,42,1014,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,743,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,343,42,1015,12,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,792,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,392,49,1008,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,793,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,393,49,1009,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,794,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,394,49,1010,14,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,795,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,395,49,1011,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,796,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,396,49,1012,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,797,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,397,49,1013,13,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,798,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,398,49,1014,14,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,799,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,399,49,1015,14,False,seen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1200,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,0,1008,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1201,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,1,0,1009,20,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1202,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,2,0,1010,20,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1203,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,3,0,1011,21,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,20,21,200,1.0,fp
libero_goal_20260907,1204,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,4,0,1012,20,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1205,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,5,0,1013,20,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1206,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,6,0,1014,20,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1207,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,0,1015,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1208,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,8,1,1008,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1209,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,9,1,1009,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1210,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,10,1,1010,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1211,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,1,1011,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1212,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,12,1,1012,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1213,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,13,1,1013,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1214,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,14,1,1014,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1215,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,15,1,1015,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1216,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,16,2,1008,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1217,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,17,2,1009,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1218,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,18,2,1010,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1219,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,19,2,1011,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1220,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,20,2,1012,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1221,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,21,2,1013,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1222,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,22,2,1014,24,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1223,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,23,2,1015,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1224,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,24,3,1008,17,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1225,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,25,3,1009,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1226,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,26,3,1010,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1227,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,27,3,1011,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1228,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,28,3,1012,17,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1229,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,29,3,1013,17,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1230,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,30,3,1014,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1231,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,31,3,1015,18,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1232,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,32,4,1008,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1233,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,33,4,1009,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1234,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,4,1010,30,True,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,22,23,220,0.7666666666666667,tp
libero_goal_20260907,1235,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,35,4,1011,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1236,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,36,4,1012,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,9,10,90,0.5263157894736842,fp
libero_goal_20260907,1237,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,37,4,1013,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1238,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,38,4,1014,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1239,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,4,1015,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1240,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,40,5,1008,19,False,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,-1,-1,-1,,tn
libero_goal_20260907,1241,right-50x8b-20260903,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,5,1009,30,True,unseen,dyn_success_knn_k20,task_init,0.05,1.8795933723449707,17,18,170,0.6,tp
