task,run_id,episode,init_state_id,flow_noise_seed,query,length,checkpoint_sha256,order,recorded_success,primary_failure_reason,init_state_id_label,failure
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,12,0,1012,34,42,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,12,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,13,0,1013,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,13,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,14,0,1014,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,14,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,15,0,1015,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,15,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,16,0,1016,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,16,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,17,0,1017,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,17,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,18,0,1018,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,18,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,19,0,1019,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,19,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,20,0,1020,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,20,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,21,0,1021,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,21,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,22,0,1022,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,22,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,23,0,1023,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,23,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,24,0,1024,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,24,False,goal_predicate_regressed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,25,0,1025,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,25,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,26,0,1026,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,26,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,27,0,1027,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,27,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,28,0,1028,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,28,False,approached_target_without_observed_contact,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,29,0,1029,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,29,True,,0,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,30,0,1030,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,30,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,31,0,1031,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,31,False,stable_grasp_not_observed,0,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,32,3,1000,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,32,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,33,3,1001,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,33,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,34,3,1002,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,34,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,35,3,1003,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,35,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,36,3,1004,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,36,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,37,3,1005,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,37,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,38,3,1006,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,38,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,39,3,1007,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,39,True,,3,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,40,3,1008,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,40,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,41,3,1009,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,41,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,42,3,1010,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,42,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,43,3,1011,34,50,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,43,True,,3,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,44,3,1012,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,44,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,45,3,1013,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,45,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,46,3,1014,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,46,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,47,3,1015,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,47,True,,3,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,48,3,1016,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,48,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,49,3,1017,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,49,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,50,3,1018,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,50,False,goal_predicate_regressed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,51,3,1019,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,51,True,,3,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,52,3,1020,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,52,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,53,3,1021,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,53,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,54,3,1022,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,54,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,55,3,1023,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,55,False,goal_predicate_regressed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,56,3,1024,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,56,False,timeout_while_holding_target,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,57,3,1025,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,57,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,58,3,1026,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,58,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,59,3,1027,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,59,True,,3,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,60,3,1028,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,60,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,61,3,1029,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,61,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,62,3,1030,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,62,False,object_moved_but_goal_unmet,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,63,3,1031,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,63,False,stable_grasp_not_observed,3,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,64,7,1000,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,64,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,65,7,1001,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,65,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,66,7,1002,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,66,False,object_released_or_dropped_before_goal,7,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,67,7,1003,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,67,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,68,7,1004,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,68,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,69,7,1005,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,69,False,stable_grasp_not_observed,7,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,70,7,1006,34,44,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,70,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,71,7,1007,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,71,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,72,7,1008,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,72,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,73,7,1009,34,48,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,73,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,74,7,1010,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,74,False,object_released_or_dropped_before_goal,7,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,75,7,1011,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,75,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,76,7,1012,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,76,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,77,7,1013,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,77,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,78,7,1014,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,78,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,79,7,1015,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,79,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,80,7,1016,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,80,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,81,7,1017,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,81,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,82,7,1018,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,82,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,83,7,1019,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,83,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,84,7,1020,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,84,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,85,7,1021,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,85,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,86,7,1022,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,86,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,87,7,1023,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,87,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,88,7,1024,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,88,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,89,7,1025,34,40,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,89,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,90,7,1026,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,90,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,91,7,1027,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,91,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,92,7,1028,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,92,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,93,7,1029,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,93,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,94,7,1030,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,94,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,95,7,1031,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,95,True,,7,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,96,10,1000,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,96,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,97,10,1001,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,97,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,98,10,1002,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,98,False,timeout_while_holding_target,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,99,10,1003,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,99,False,approached_target_without_observed_contact,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,100,10,1004,34,50,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,100,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,101,10,1005,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,101,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,102,10,1006,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,102,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,103,10,1007,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,103,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,104,10,1008,34,36,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,104,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,105,10,1009,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,105,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,106,10,1010,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,106,False,object_released_or_dropped_before_goal,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,107,10,1011,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,107,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,108,10,1012,34,38,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,108,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,109,10,1013,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,109,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,110,10,1014,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,110,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,111,10,1015,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,111,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,112,10,1016,34,37,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,112,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,113,10,1017,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,113,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,114,10,1018,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,114,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,115,10,1019,34,39,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,115,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,116,10,1020,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,116,False,stable_grasp_not_observed,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,117,10,1021,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,117,False,object_moved_but_goal_unmet,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,118,10,1022,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,118,False,timeout_while_holding_target,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,119,10,1023,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,119,False,object_moved_but_goal_unmet,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,120,10,1024,34,47,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,120,True,,10,False
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,121,10,1025,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,121,False,object_moved_but_goal_unmet,10,True
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,right-16x32,122,10,1026,34,52,cdc2b21f9ef657ab31049cfd2b1e2086ceb193a1b8c16af0cd6688925491a256,122,False,stable_grasp_not_observed,10,True
