main_id,task_index,task_name,init_index,queries,native_success,v7_online,v8_online,v7_frozen,v8_frozen,v82_frozen,v82_new_alarm,v82_advance_queries
f0d814e8689d7c98994db461,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,8,24,True,-1,-1,-1,-1,-1,False,
e1d5dbc47991af0df08d84dd,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,9,26,True,-1,-1,-1,-1,-1,False,
f8407a5787151478dbed15cf,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,22,True,-1,-1,-1,-1,-1,False,
a69ff095746a27a6850aaea4,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,22,True,-1,-1,-1,-1,-1,False,
b92c3d7e25fbe93b35edbfcc,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,2,32,True,21,21,21,21,21,False,0
5b2a494650cbcb3acc599778,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,3,22,True,-1,-1,-1,-1,-1,False,
840402081adfaf82b5058576,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,4,22,True,-1,-1,-1,-1,-1,False,
8da4a2be31460f2774612366,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,5,21,True,-1,-1,-1,-1,-1,False,
acbbbcef1de4e02ebbc3a490,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,6,22,True,-1,-1,-1,-1,-1,False,
ba3d1763d04fee90b26a399f,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,7,23,True,-1,-1,-1,-1,-1,False,
a05228cbeea1c2d970481bbe,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,8,22,True,-1,-1,-1,-1,-1,False,
9c91840a653fb3dbb03d133f,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,9,22,True,-1,-1,-1,-1,-1,False,
2dc7f21322d6da6d4b0dd8a9,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,24,True,-1,-1,-1,-1,-1,False,
efdc46f25e5963a32571c6df,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,22,True,-1,-1,-1,-1,-1,False,
1bfb32697b2fbe4dc2899c58,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,2,52,False,31,31,31,31,31,False,0
c6a06636a80bfb325012ea5b,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,3,22,True,-1,-1,-1,-1,-1,False,
1a0dc68078e2a0c1e22a8009,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,4,25,True,-1,-1,-1,-1,-1,False,
324c4ce49342d0d90a426e5f,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,5,24,True,-1,-1,-1,-1,-1,False,
a7c76dabec02382b66418995,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,6,24,True,-1,-1,-1,-1,-1,False,
bbfd068f5a7757dd4e53544a,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,7,24,True,-1,-1,-1,-1,-1,False,
721fab2a70e34687c66242b9,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,8,23,True,-1,-1,-1,-1,-1,False,
831081ad0c3732e5d3610f9e,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,9,23,True,-1,-1,-1,-1,-1,False,
8220dc0c29e41d8d40da81e3,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,18,True,-1,-1,-1,-1,-1,False,
ea8f2eddffe91cf0ceb666b2,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,1,16,True,-1,-1,-1,-1,-1,False,
fa67892cc75e86a2d35ad895,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,2,20,True,-1,-1,-1,-1,-1,False,
5a7f8d664a5ec7489227ee45,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,3,24,True,-1,-1,-1,-1,-1,False,
5e844b010165c874988d67ed,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,4,17,True,-1,-1,-1,-1,-1,False,
d8fda6fcd2ec50df3df132c3,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,5,17,True,-1,-1,-1,-1,-1,False,
d81cd305a2f27b7c37754a4f,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,17,True,-1,-1,-1,-1,-1,False,
6bf2e6a0a11752c2efee08e4,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,7,24,True,-1,-1,-1,-1,-1,False,
86c394aae5848bed5f3f1ef2,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,8,15,True,-1,-1,-1,-1,-1,False,
2f3c6fa2d42f60cbef37a66e,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,9,26,True,-1,-1,-1,-1,-1,False,
0ce9b3cfd4e840fe48b58d20,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,22,True,-1,-1,-1,-1,-1,False,
a12ff60a4ab5f84b3fe639e5,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,26,True,-1,-1,-1,-1,-1,False,
fc53045fd25beb3eefe0f05a,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,2,23,True,-1,-1,-1,-1,-1,False,
04e30b3784d9a2f54e55cd4a,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,3,40,True,18,18,18,18,18,False,0
497a3e4b14d4fe193612603c,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,4,52,False,30,30,30,30,30,False,0
f0e62b19d4ee46d89f93f5e1,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,5,52,False,40,40,40,40,40,False,0
7fdc1aadcc274aaf90a8f4a2,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,6,29,True,-1,-1,-1,-1,-1,False,
37af8d5b2d173130e393b5df,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,7,22,True,-1,-1,-1,-1,-1,False,
b222f77d9df11d34ace6691b,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,8,25,True,-1,-1,-1,-1,-1,False,
7b96098a8cc6dd769b2f7b96,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,9,23,True,-1,-1,-1,-1,-1,False,
1672003489eac2e1844cd8f7,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,0,25,True,-1,-1,-1,-1,-1,False,
2d2208475e8a5a30dc1b2c2c,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,1,27,True,-1,-1,-1,-1,-1,False,
0c9d210d2ca129490b783d7b,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,2,24,True,-1,-1,-1,-1,-1,False,
55edc9df582e25d2e418aa5b,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,3,26,True,-1,-1,-1,-1,-1,False,
f12698f0d9251d945747ba28,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,4,30,True,-1,-1,-1,-1,-1,False,
1c84c153cf787acbd85aeb2a,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,5,26,True,-1,-1,-1,-1,-1,False,
f212a25cffbe09720b3d91f7,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,6,26,True,-1,-1,-1,-1,-1,False,
8658823263d21932066aeaf5,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,7,25,True,-1,-1,-1,-1,-1,False,
266d2141d26ce9bfd258ffa8,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,8,29,True,-1,-1,-1,-1,-1,False,
05990a8f8e85b0d9187bfdb9,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,9,26,True,-1,-1,-1,-1,-1,False,
56c6f0e5e5315558c7e8e412,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,0,52,False,34,34,34,34,34,False,0
a129abbdc794a62d2b39b0eb,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,1,52,False,48,48,48,48,48,False,0
e91ac21da824c15c9e3e175c,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,2,52,False,-1,-1,-1,-1,-1,False,
a039581b8a71a0a6f354ab2e,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,3,52,False,50,50,50,50,50,False,0
e2014814e33c9ba798db8be3,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,4,52,False,-1,-1,-1,-1,-1,False,
974a3f409281e82cf8d3b126,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,5,52,False,37,37,37,37,37,False,0
fb6f56e8090aab8af4df6b23,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,6,52,False,-1,-1,-1,-1,-1,False,
639fd9f6ded3357382956579,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,7,36,True,-1,-1,-1,-1,-1,False,
ed9ffd290c5843f7fa2b77d7,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,8,52,False,34,34,34,34,34,False,0
d6e6835388bbba4b97b13db0,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,9,52,False,45,45,45,45,45,False,0
0fabc1963178a714fe5d4c8d,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,25,True,-1,-1,-1,-1,-1,False,
a7337244fcd54ec82220e06d,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,24,True,-1,-1,-1,-1,-1,False,
131bd3a5902b342a56988be5,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,2,25,True,-1,-1,-1,-1,-1,False,
246d82f9486615f0ca28aa04,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,3,24,True,-1,-1,-1,-1,-1,False,
a1d19328655f534ab707cc79,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,4,30,True,-1,-1,-1,-1,-1,False,
d6c4f6667f38d2ba1fcd8725,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,5,23,True,-1,-1,-1,-1,-1,False,
55088c735b76e0159ef012b8,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,6,52,False,37,37,37,37,37,False,0
db0b0e90bd9ad0ca423fc5b0,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,7,24,True,-1,-1,-1,-1,-1,False,
6ddb7268d3e2177f50ffe946,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,8,25,True,-1,-1,-1,-1,-1,False,
4e3b126293f3c7f30e310dc4,9,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,9,25,True,-1,-1,-1,-1,-1,False,
