episode_id,scene,repeat,success,n_queries,loop_onset_q,static_onset_q,trap_onset_q,proxy_grade
63,3,31,1,10,-1,-1,-1,objaware
64,7,0,1,10,-1,-1,-1,objaware
65,7,1,1,10,-1,-1,-1,objaware
66,7,2,1,10,-1,-1,-1,objaware
67,7,3,1,10,-1,-1,-1,objaware
68,7,4,1,10,-1,-1,-1,objaware
69,7,5,1,10,-1,-1,-1,objaware
70,7,6,1,10,-1,-1,-1,objaware
71,7,7,1,10,-1,-1,-1,objaware
72,7,8,1,10,-1,-1,-1,objaware
73,7,9,1,10,-1,-1,-1,objaware
74,7,10,1,10,-1,-1,-1,objaware
75,7,11,1,10,-1,-1,-1,objaware
76,7,12,1,10,-1,-1,-1,objaware
77,7,13,1,10,-1,-1,-1,objaware
78,7,14,1,10,-1,-1,-1,objaware
79,7,15,1,10,-1,-1,-1,objaware
80,7,16,1,10,-1,-1,-1,objaware
81,7,17,1,10,-1,-1,-1,objaware
82,7,18,1,10,-1,-1,-1,objaware
83,7,19,1,10,-1,-1,-1,objaware
84,7,20,1,9,-1,-1,-1,objaware
85,7,21,1,9,-1,-1,-1,objaware
86,7,22,1,9,-1,-1,-1,objaware
87,7,23,1,10,-1,-1,-1,objaware
88,7,24,1,10,-1,-1,-1,objaware
89,7,25,1,9,-1,-1,-1,objaware
90,7,26,1,10,-1,-1,-1,objaware
91,7,27,1,9,-1,-1,-1,objaware
92,7,28,1,10,-1,-1,-1,objaware
93,7,29,1,10,-1,-1,-1,objaware
94,7,30,1,10,-1,-1,-1,objaware
95,7,31,1,10,-1,-1,-1,objaware
96,10,0,1,9,-1,-1,-1,objaware
97,10,1,1,9,-1,-1,-1,objaware
98,10,2,1,9,-1,-1,-1,objaware
99,10,3,1,10,-1,-1,-1,objaware
100,10,4,1,10,-1,-1,-1,objaware
101,10,5,1,10,-1,-1,-1,objaware
102,10,6,1,10,-1,-1,-1,objaware
103,10,7,1,9,-1,-1,-1,objaware
104,10,8,1,10,-1,-1,-1,objaware
105,10,9,1,10,-1,-1,-1,objaware
106,10,10,1,9,-1,-1,-1,objaware
107,10,11,1,10,-1,-1,-1,objaware
108,10,12,1,9,-1,-1,-1,objaware
109,10,13,1,10,-1,-1,-1,objaware
110,10,14,1,9,-1,-1,-1,objaware
111,10,15,1,9,-1,-1,-1,objaware
112,10,16,1,9,-1,-1,-1,objaware
113,10,17,1,9,-1,-1,-1,objaware
114,10,18,0,22,15,-1,15,objaware
115,10,19,1,10,-1,-1,-1,objaware
116,10,20,1,9,-1,-1,-1,objaware
117,10,21,1,9,-1,-1,-1,objaware
118,10,22,1,10,-1,-1,-1,objaware
119,10,23,1,10,-1,-1,-1,objaware
120,10,24,1,10,-1,-1,-1,objaware
121,10,25,1,10,-1,-1,-1,objaware
122,10,26,1,10,-1,-1,-1,objaware
123,10,27,1,10,-1,-1,-1,objaware
124,10,28,1,10,-1,-1,-1,objaware
125,10,29,1,10,-1,-1,-1,objaware
126,10,30,1,9,-1,-1,-1,objaware
127,10,31,1,10,-1,-1,-1,objaware
128,13,0,1,9,-1,-1,-1,objaware
129,13,1,1,9,-1,-1,-1,objaware
130,13,2,1,9,-1,-1,-1,objaware
131,13,3,1,9,-1,-1,-1,objaware
132,13,4,1,9,-1,-1,-1,objaware
133,13,5,1,9,-1,-1,-1,objaware
134,13,6,1,9,-1,-1,-1,objaware
135,13,7,1,9,-1,-1,-1,objaware
136,13,8,1,9,-1,-1,-1,objaware
137,13,9,1,9,-1,-1,-1,objaware
138,13,10,1,9,-1,-1,-1,objaware
139,13,11,1,9,-1,-1,-1,objaware
140,13,12,1,9,-1,-1,-1,objaware
141,13,13,1,9,-1,-1,-1,objaware
142,13,14,1,10,-1,-1,-1,objaware
143,13,15,1,9,-1,-1,-1,objaware
144,13,16,0,22,20,-1,20,objaware
145,13,17,1,9,-1,-1,-1,objaware
146,13,18,1,9,-1,-1,-1,objaware
147,13,19,1,9,-1,-1,-1,objaware
148,13,20,1,9,-1,-1,-1,objaware
149,13,21,1,9,-1,-1,-1,objaware
150,13,22,1,9,-1,-1,-1,objaware
151,13,23,1,9,-1,-1,-1,objaware
152,13,24,1,9,-1,-1,-1,objaware
153,13,25,1,9,-1,-1,-1,objaware
154,13,26,1,9,-1,-1,-1,objaware
155,13,27,1,9,-1,-1,-1,objaware
156,13,28,1,9,-1,-1,-1,objaware
157,13,29,1,10,-1,-1,-1,objaware
158,13,30,1,9,-1,-1,-1,objaware
159,13,31,1,10,-1,-1,-1,objaware
160,16,0,1,10,-1,-1,-1,objaware
161,16,1,1,10,-1,-1,-1,objaware
162,16,2,1,10,-1,-1,-1,objaware
163,16,3,1,10,-1,-1,-1,objaware
164,16,4,1,10,-1,-1,-1,objaware
165,16,5,1,10,-1,-1,-1,objaware
166,16,6,1,11,-1,-1,-1,objaware
167,16,7,1,10,-1,-1,-1,objaware
168,16,8,1,10,-1,-1,-1,objaware
169,16,9,1,10,-1,-1,-1,objaware
170,16,10,1,10,-1,-1,-1,objaware
171,16,11,1,10,-1,-1,-1,objaware
172,16,12,1,10,-1,-1,-1,objaware
173,16,13,1,10,-1,-1,-1,objaware
174,16,14,1,10,-1,-1,-1,objaware
175,16,15,1,10,-1,-1,-1,objaware
176,16,16,1,10,-1,-1,-1,objaware
177,16,17,1,10,-1,-1,-1,objaware
178,16,18,1,10,-1,-1,-1,objaware
179,16,19,1,10,-1,-1,-1,objaware
180,16,20,1,10,-1,-1,-1,objaware
181,16,21,1,10,-1,-1,-1,objaware
182,16,22,1,10,-1,-1,-1,objaware
183,16,23,0,22,21,-1,21,objaware
184,16,24,1,10,-1,-1,-1,objaware
185,16,25,1,10,-1,-1,-1,objaware
186,16,26,1,10,-1,-1,-1,objaware
187,16,27,1,10,-1,-1,-1,objaware
188,16,28,0,22,19,-1,19,objaware
189,16,29,1,10,-1,-1,-1,objaware
190,16,30,1,10,-1,-1,-1,objaware
191,16,31,1,10,-1,-1,-1,objaware
192,20,0,1,10,-1,-1,-1,objaware
193,20,1,1,10,-1,-1,-1,objaware
194,20,2,1,10,-1,-1,-1,objaware
195,20,3,1,10,-1,-1,-1,objaware
196,20,4,1,10,-1,-1,-1,objaware
197,20,5,1,10,-1,-1,-1,objaware
198,20,6,1,10,-1,-1,-1,objaware
199,20,7,1,10,-1,-1,-1,objaware
200,20,8,1,10,-1,-1,-1,objaware
201,20,9,1,10,-1,-1,-1,objaware
202,20,10,1,10,-1,-1,-1,objaware
203,20,11,1,10,-1,-1,-1,objaware
204,20,12,0,22,21,-1,21,objaware
205,20,13,1,10,-1,-1,-1,objaware
206,20,14,1,10,-1,-1,-1,objaware
207,20,15,1,10,-1,-1,-1,objaware
208,20,16,1,10,-1,-1,-1,objaware
209,20,17,1,10,-1,-1,-1,objaware
210,20,18,1,10,-1,-1,-1,objaware
211,20,19,1,10,-1,-1,-1,objaware
212,20,20,1,10,-1,-1,-1,objaware
213,20,21,1,10,-1,-1,-1,objaware
214,20,22,1,10,-1,-1,-1,objaware
215,20,23,1,10,-1,-1,-1,objaware
216,20,24,1,10,-1,-1,-1,objaware
217,20,25,1,10,-1,-1,-1,objaware
218,20,26,1,10,-1,-1,-1,objaware
219,20,27,1,10,-1,-1,-1,objaware
220,20,28,1,10,-1,-1,-1,objaware
221,20,29,1,10,-1,-1,-1,objaware
222,20,30,1,10,-1,-1,-1,objaware
223,20,31,1,10,-1,-1,-1,objaware
224,23,0,1,9,-1,-1,-1,objaware
225,23,1,1,10,-1,-1,-1,objaware
226,23,2,1,9,-1,-1,-1,objaware
227,23,3,1,10,-1,-1,-1,objaware
228,23,4,1,10,-1,-1,-1,objaware
229,23,5,1,9,-1,-1,-1,objaware
230,23,6,1,10,-1,-1,-1,objaware
231,23,7,1,9,-1,-1,-1,objaware
232,23,8,1,10,-1,-1,-1,objaware
233,23,9,1,10,-1,-1,-1,objaware
234,23,10,1,9,-1,-1,-1,objaware
235,23,11,1,9,-1,-1,-1,objaware
236,23,12,1,9,-1,-1,-1,objaware
237,23,13,1,9,-1,-1,-1,objaware
238,23,14,1,9,-1,-1,-1,objaware
239,23,15,1,9,-1,-1,-1,objaware
240,23,16,1,10,-1,-1,-1,objaware
241,23,17,1,9,-1,-1,-1,objaware
242,23,18,1,9,-1,-1,-1,objaware
243,23,19,1,9,-1,-1,-1,objaware
244,23,20,1,9,-1,-1,-1,objaware
245,23,21,1,9,-1,-1,-1,objaware
246,23,22,1,9,-1,-1,-1,objaware
247,23,23,1,9,-1,-1,-1,objaware
248,23,24,1,9,-1,-1,-1,objaware
249,23,25,1,10,-1,-1,-1,objaware
250,23,26,1,9,-1,-1,-1,objaware
251,23,27,1,10,-1,-1,-1,objaware
252,23,28,1,9,-1,-1,-1,objaware
253,23,29,1,10,-1,-1,-1,objaware
254,23,30,1,9,-1,-1,-1,objaware
255,23,31,1,9,-1,-1,-1,objaware
256,26,0,1,10,-1,-1,-1,objaware
257,26,1,1,10,-1,-1,-1,objaware
258,26,2,1,10,-1,-1,-1,objaware
259,26,3,0,22,-1,-1,-1,objaware
260,26,4,1,10,-1,-1,-1,objaware
261,26,5,1,10,-1,-1,-1,objaware
262,26,6,1,10,-1,-1,-1,objaware
263,26,7,1,10,-1,-1,-1,objaware
264,26,8,1,10,-1,-1,-1,objaware
265,26,9,1,10,-1,-1,-1,objaware
266,26,10,1,10,-1,-1,-1,objaware
267,26,11,1,10,-1,-1,-1,objaware
268,26,12,1,10,-1,-1,-1,objaware
269,26,13,1,10,-1,-1,-1,objaware
270,26,14,1,10,-1,-1,-1,objaware
271,26,15,1,10,-1,-1,-1,objaware
272,26,16,1,10,-1,-1,-1,objaware
273,26,17,1,10,-1,-1,-1,objaware
274,26,18,1,10,-1,-1,-1,objaware
275,26,19,1,9,-1,-1,-1,objaware
276,26,20,1,10,-1,-1,-1,objaware
277,26,21,1,10,-1,-1,-1,objaware
278,26,22,1,10,-1,-1,-1,objaware
279,26,23,1,22,16,-1,16,objaware
280,26,24,1,10,-1,-1,-1,objaware
281,26,25,1,10,-1,-1,-1,objaware
282,26,26,1,10,-1,-1,-1,objaware
283,26,27,1,10,-1,-1,-1,objaware
284,26,28,1,9,-1,-1,-1,objaware
285,26,29,1,10,-1,-1,-1,objaware
286,26,30,1,10,-1,-1,-1,objaware
287,26,31,1,10,-1,-1,-1,objaware
288,29,0,1,9,-1,-1,-1,objaware
289,29,1,1,9,-1,-1,-1,objaware
290,29,2,1,9,-1,-1,-1,objaware
291,29,3,1,9,-1,-1,-1,objaware
292,29,4,1,9,-1,-1,-1,objaware
293,29,5,1,9,-1,-1,-1,objaware
294,29,6,1,9,-1,-1,-1,objaware
295,29,7,1,9,-1,-1,-1,objaware
296,29,8,1,10,-1,-1,-1,objaware
297,29,9,1,9,-1,-1,-1,objaware
298,29,10,1,9,-1,-1,-1,objaware
299,29,11,1,9,-1,-1,-1,objaware
300,29,12,1,9,-1,-1,-1,objaware
301,29,13,1,9,-1,-1,-1,objaware
302,29,14,1,9,-1,-1,-1,objaware
303,29,15,1,10,-1,-1,-1,objaware
304,29,16,1,9,-1,-1,-1,objaware
305,29,17,1,10,-1,-1,-1,objaware
306,29,18,1,9,-1,-1,-1,objaware
307,29,19,1,9,-1,-1,-1,objaware
308,29,20,1,9,-1,-1,-1,objaware
309,29,21,1,9,-1,-1,-1,objaware
310,29,22,1,9,-1,-1,-1,objaware
311,29,23,1,9,-1,-1,-1,objaware
312,29,24,1,9,-1,-1,-1,objaware
313,29,25,1,9,-1,-1,-1,objaware
314,29,26,1,9,-1,-1,-1,objaware
315,29,27,1,9,-1,-1,-1,objaware
316,29,28,1,9,-1,-1,-1,objaware
317,29,29,1,9,-1,-1,-1,objaware
318,29,30,1,9,-1,-1,-1,objaware
319,29,31,1,9,-1,-1,-1,objaware
320,33,0,1,10,-1,-1,-1,objaware
321,33,1,1,11,-1,-1,-1,objaware
322,33,2,1,10,-1,-1,-1,objaware
323,33,3,1,10,-1,-1,-1,objaware
324,33,4,1,11,-1,-1,-1,objaware
325,33,5,1,10,-1,-1,-1,objaware
326,33,6,1,10,-1,-1,-1,objaware
327,33,7,1,10,-1,-1,-1,objaware
328,33,8,1,10,-1,-1,-1,objaware
329,33,9,1,10,-1,-1,-1,objaware
330,33,10,1,11,-1,-1,-1,objaware
331,33,11,1,10,-1,-1,-1,objaware
332,33,12,1,10,-1,-1,-1,objaware
333,33,13,1,11,-1,-1,-1,objaware
334,33,14,1,10,-1,-1,-1,objaware
335,33,15,1,10,-1,-1,-1,objaware
336,33,16,1,10,-1,-1,-1,objaware
337,33,17,1,10,-1,-1,-1,objaware
338,33,18,1,10,-1,-1,-1,objaware
339,33,19,1,10,-1,-1,-1,objaware
340,33,20,1,10,-1,-1,-1,objaware
341,33,21,1,10,-1,-1,-1,objaware
342,33,22,1,10,-1,-1,-1,objaware
343,33,23,1,10,-1,-1,-1,objaware
344,33,24,1,10,-1,-1,-1,objaware
345,33,25,1,11,-1,-1,-1,objaware
346,33,26,1,10,-1,-1,-1,objaware
347,33,27,1,10,-1,-1,-1,objaware
348,33,28,1,10,-1,-1,-1,objaware
349,33,29,1,10,-1,-1,-1,objaware
350,33,30,1,10,-1,-1,-1,objaware
351,33,31,1,10,-1,-1,-1,objaware
352,36,0,1,9,-1,-1,-1,objaware
353,36,1,1,9,-1,-1,-1,objaware
354,36,2,1,9,-1,-1,-1,objaware
355,36,3,1,10,-1,-1,-1,objaware
356,36,4,1,10,-1,-1,-1,objaware
357,36,5,1,10,-1,-1,-1,objaware
358,36,6,1,10,-1,-1,-1,objaware
359,36,7,1,10,-1,-1,-1,objaware
360,36,8,1,9,-1,-1,-1,objaware
361,36,9,1,9,-1,-1,-1,objaware
362,36,10,1,9,-1,-1,-1,objaware
363,36,11,1,9,-1,-1,-1,objaware
364,36,12,1,9,-1,-1,-1,objaware
365,36,13,1,9,-1,-1,-1,objaware
366,36,14,1,9,-1,-1,-1,objaware
367,36,15,1,10,-1,-1,-1,objaware
368,36,16,1,10,-1,-1,-1,objaware
369,36,17,1,9,-1,-1,-1,objaware
370,36,18,1,9,-1,-1,-1,objaware
371,36,19,1,9,-1,-1,-1,objaware
372,36,20,1,10,-1,-1,-1,objaware
373,36,21,1,9,-1,-1,-1,objaware
374,36,22,1,9,-1,-1,-1,objaware
375,36,23,1,9,-1,-1,-1,objaware
376,36,24,1,9,-1,-1,-1,objaware
377,36,25,1,9,-1,-1,-1,objaware
378,36,26,1,10,-1,-1,-1,objaware
379,36,27,1,9,-1,-1,-1,objaware
380,36,28,1,9,-1,-1,-1,objaware
381,36,29,1,10,-1,-1,-1,objaware
382,36,30,1,10,-1,-1,-1,objaware
383,36,31,1,10,-1,-1,-1,objaware
384,39,0,1,9,-1,-1,-1,objaware
385,39,1,1,9,-1,-1,-1,objaware
386,39,2,1,9,-1,-1,-1,objaware
387,39,3,1,9,-1,-1,-1,objaware
388,39,4,1,9,-1,-1,-1,objaware
389,39,5,1,9,-1,-1,-1,objaware
390,39,6,1,9,-1,-1,-1,objaware
391,39,7,1,9,-1,-1,-1,objaware
392,39,8,1,9,-1,-1,-1,objaware
393,39,9,1,9,-1,-1,-1,objaware
394,39,10,0,22,-1,-1,-1,objaware
395,39,11,1,9,-1,-1,-1,objaware
396,39,12,1,9,-1,-1,-1,objaware
397,39,13,1,9,-1,-1,-1,objaware
398,39,14,1,9,-1,-1,-1,objaware
399,39,15,1,9,-1,-1,-1,objaware
400,39,16,1,9,-1,-1,-1,objaware
401,39,17,1,9,-1,-1,-1,objaware
402,39,18,1,9,-1,-1,-1,objaware
403,39,19,1,9,-1,-1,-1,objaware
404,39,20,1,9,-1,-1,-1,objaware
405,39,21,1,9,-1,-1,-1,objaware
406,39,22,1,9,-1,-1,-1,objaware
407,39,23,1,9,-1,-1,-1,objaware
408,39,24,1,9,-1,-1,-1,objaware
409,39,25,1,9,-1,-1,-1,objaware
410,39,26,1,9,-1,-1,-1,objaware
411,39,27,1,9,-1,-1,-1,objaware
412,39,28,1,9,-1,-1,-1,objaware
413,39,29,1,10,-1,-1,-1,objaware
414,39,30,1,9,-1,-1,-1,objaware
415,39,31,1,10,-1,-1,-1,objaware
416,42,0,1,13,-1,-1,-1,objaware
417,42,1,1,13,-1,-1,-1,objaware
418,42,2,1,10,-1,-1,-1,objaware
419,42,3,1,13,-1,-1,-1,objaware
420,42,4,1,10,-1,-1,-1,objaware
421,42,5,1,13,-1,-1,-1,objaware
422,42,6,1,10,-1,-1,-1,objaware
423,42,7,1,10,-1,-1,-1,objaware
424,42,8,1,10,-1,-1,-1,objaware
425,42,9,1,13,-1,-1,-1,objaware
426,42,10,1,10,-1,-1,-1,objaware
427,42,11,1,11,-1,-1,-1,objaware
428,42,12,1,10,-1,-1,-1,objaware
429,42,13,1,10,-1,-1,-1,objaware
430,42,14,1,13,-1,-1,-1,objaware
431,42,15,1,17,7,-1,7,objaware
432,42,16,1,13,-1,-1,-1,objaware
433,42,17,1,11,-1,-1,-1,objaware
434,42,18,1,13,-1,-1,-1,objaware
435,42,19,0,22,15,-1,15,objaware
436,42,20,1,10,-1,-1,-1,objaware
437,42,21,1,13,-1,-1,-1,objaware
438,42,22,1,13,-1,-1,-1,objaware
439,42,23,1,13,-1,-1,-1,objaware
440,42,24,1,10,-1,-1,-1,objaware
441,42,25,1,13,-1,-1,-1,objaware
442,42,26,1,13,-1,-1,-1,objaware
443,42,27,1,13,-1,-1,-1,objaware
444,42,28,1,13,-1,-1,-1,objaware
445,42,29,1,13,-1,-1,-1,objaware
446,42,30,1,13,-1,-1,-1,objaware
447,42,31,1,13,-1,-1,-1,objaware
448,46,0,0,22,-1,-1,-1,objaware
449,46,1,0,22,13,-1,13,objaware
450,46,2,1,9,-1,-1,-1,objaware
451,46,3,1,9,-1,-1,-1,objaware
452,46,4,1,9,-1,-1,-1,objaware
453,46,5,1,9,-1,-1,-1,objaware
454,46,6,1,9,-1,-1,-1,objaware
455,46,7,0,22,-1,-1,-1,objaware
456,46,8,1,10,-1,-1,-1,objaware
457,46,9,1,14,8,-1,8,objaware
458,46,10,1,9,-1,-1,-1,objaware
459,46,11,1,9,-1,-1,-1,objaware
460,46,12,1,9,-1,-1,-1,objaware
461,46,13,1,9,-1,-1,-1,objaware
462,46,14,1,9,-1,-1,-1,objaware
463,46,15,1,9,-1,-1,-1,objaware
464,46,16,1,9,-1,-1,-1,objaware
465,46,17,1,9,-1,-1,-1,objaware
466,46,18,1,9,-1,-1,-1,objaware
467,46,19,1,9,-1,-1,-1,objaware
468,46,20,1,9,-1,-1,-1,objaware
469,46,21,1,9,-1,-1,-1,objaware
470,46,22,1,9,-1,-1,-1,objaware
471,46,23,1,9,-1,-1,-1,objaware
472,46,24,1,9,-1,-1,-1,objaware
473,46,25,1,9,-1,-1,-1,objaware
474,46,26,1,9,-1,-1,-1,objaware
475,46,27,1,9,-1,-1,-1,objaware
476,46,28,1,9,-1,-1,-1,objaware
477,46,29,1,9,-1,-1,-1,objaware
478,46,30,0,22,-1,-1,-1,objaware
479,46,31,1,10,-1,-1,-1,objaware
480,49,0,1,9,-1,-1,-1,objaware
481,49,1,1,10,-1,-1,-1,objaware
482,49,2,1,10,-1,-1,-1,objaware
483,49,3,1,10,-1,-1,-1,objaware
484,49,4,1,10,-1,-1,-1,objaware
485,49,5,1,9,-1,-1,-1,objaware
486,49,6,1,10,-1,-1,-1,objaware
487,49,7,1,9,-1,-1,-1,objaware
488,49,8,1,9,-1,-1,-1,objaware
489,49,9,1,10,-1,-1,-1,objaware
490,49,10,1,9,-1,-1,-1,objaware
491,49,11,1,9,-1,-1,-1,objaware
492,49,12,1,10,-1,-1,-1,objaware
493,49,13,1,10,-1,-1,-1,objaware
494,49,14,1,10,-1,-1,-1,objaware
495,49,15,1,9,-1,-1,-1,objaware
496,49,16,1,9,-1,-1,-1,objaware
497,49,17,1,10,-1,-1,-1,objaware
498,49,18,1,9,-1,-1,-1,objaware
499,49,19,1,10,-1,-1,-1,objaware
500,49,20,1,10,-1,-1,-1,objaware
501,49,21,1,10,-1,-1,-1,objaware
502,49,22,1,10,-1,-1,-1,objaware
503,49,23,1,10,-1,-1,-1,objaware
504,49,24,1,10,-1,-1,-1,objaware
505,49,25,1,9,-1,-1,-1,objaware
506,49,26,1,10,-1,-1,-1,objaware
507,49,27,1,10,-1,-1,-1,objaware
508,49,28,1,10,-1,-1,-1,objaware
509,49,29,1,9,-1,-1,-1,objaware
510,49,30,1,9,-1,-1,-1,objaware
511,49,31,1,10,-1,-1,-1,objaware
