cohort,quantity,task,layer,early_mean,late_mean,late_minus_early,step_argmax
development_main,token_entropy,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L14,3.4639530181884766,3.461362600326538,-0.0025904178619384766,0
development_main,token_entropy,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,L15,3.4631423950195312,3.458468437194824,-0.004673957824707031,0
development_main,token_entropy,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,back_minus_front,0.0008599758148193359,-0.0016554991016164422,-0.0025154748000204563,-1
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L2,3.462001085281372,3.462925672531128,0.0009245872497558594,8
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L3,3.463533639907837,3.4633092880249023,-0.0002243518829345703,1
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L4,3.4635066986083984,3.4629099369049072,-0.0005967617034912109,0
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L5,3.462797164916992,3.4623911380767822,-0.00040602684020996094,0
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L12,3.4644110202789307,3.462688446044922,-0.001722574234008789,0
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L13,3.4642183780670166,3.461989402770996,-0.002228975296020508,1
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L14,3.464405059814453,3.4623801708221436,-0.0020248889923095703,0
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,L15,3.4639809131622314,3.4605178833007812,-0.0034630298614501953,0
development_main,token_entropy,libero_goal/push_the_plate_to_the_front_of_the_stove,back_minus_front,0.0012941360473632812,-0.0009902318706735969,-0.0022843680344522,-1
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L2,3.4619407653808594,3.462057113647461,0.0001163482666015625,7
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L3,3.463332414627075,3.462141990661621,-0.0011904239654541016,1
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L4,3.463644027709961,3.461968183517456,-0.0016758441925048828,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L5,3.46258807182312,3.460646867752075,-0.0019412040710449219,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L12,3.463883399963379,3.4614455699920654,-0.0024378299713134766,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L13,3.463550329208374,3.460688591003418,-0.0028617382049560547,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L14,3.463865041732788,3.46124005317688,-0.002624988555908203,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,L15,3.4629504680633545,3.45763897895813,-0.005311489105224609,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_plate,back_minus_front,0.00068608921719715,-0.0014500617980957031,-0.002136151073500514,-1
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L2,3.462022542953491,3.462226152420044,0.00020360946655273438,7
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L3,3.4634246826171875,3.4625651836395264,-0.0008594989776611328,1
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L4,3.4636647701263428,3.462284803390503,-0.0013799667358398438,1
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L5,3.4626340866088867,3.4610965251922607,-0.0015375614166259766,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L12,3.463975191116333,3.4618043899536133,-0.0021708011627197266,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L13,3.463711738586426,3.4609575271606445,-0.00275421142578125,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L14,3.4639415740966797,3.461387872695923,-0.002553701400756836,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,L15,3.4631433486938477,3.4584577083587646,-0.004685640335083008,0
development_main,token_entropy,libero_goal/put_the_bowl_on_the_stove,back_minus_front,0.0007563431863673031,-0.0013910928973928094,-0.0021474361419677734,-1
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L2,3.462002992630005,3.462277412414551,0.00027441978454589844,7
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L3,3.4632880687713623,3.46219539642334,-0.001092672348022461,1
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L4,3.4635770320892334,3.4620554447174072,-0.0015215873718261719,0
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L5,3.462411880493164,3.4607315063476562,-0.0016803741455078125,0
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L12,3.4638478755950928,3.461432456970215,-0.0024154186248779297,0
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L13,3.4634640216827393,3.460477590560913,-0.002986431121826172,0
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L14,3.4637973308563232,3.4609928131103516,-0.0028045177459716797,0
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,L15,3.462890625,3.4576804637908936,-0.005210161209106445,0
development_main,token_entropy,libero_goal/put_the_bowl_on_top_of_the_cabinet,back_minus_front,0.0006800492410548031,-0.0016690889606252313,-0.0023491382598876953,-1
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L2,3.4619953632354736,3.4622442722320557,0.00024890899658203125,7
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L3,3.463310956954956,3.462156057357788,-0.0011548995971679688,1
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L4,3.4636523723602295,3.4620323181152344,-0.0016200542449951172,1
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L5,3.4623517990112305,3.4602272510528564,-0.0021245479583740234,0
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L12,3.463850259780884,3.4613754749298096,-0.0024747848510742188,0
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L13,3.4635956287384033,3.460545301437378,-0.0030503273010253906,0
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L14,3.4638147354125977,3.4611358642578125,-0.0026788711547851562,0
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,L15,3.46293568611145,3.4579389095306396,-0.004996776580810547,0
development_main,token_entropy,libero_goal/put_the_cream_cheese_in_the_bowl,back_minus_front,0.0007216135854832828,-0.001416285871528089,-0.002137899398803711,-1
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L2,3.461827278137207,3.462646722793579,0.0008194446563720703,7
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L3,3.4630911350250244,3.462531328201294,-0.0005598068237304688,1
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L4,3.463414430618286,3.4623606204986572,-0.0010538101196289062,1
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L5,3.462310791015625,3.461179733276367,-0.0011310577392578125,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L12,3.4638869762420654,3.4611237049102783,-0.0027632713317871094,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L13,3.4635798931121826,3.4600751399993896,-0.0035047531127929688,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L14,3.463759183883667,3.4606094360351562,-0.003149747848510742,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,L15,3.46303391456604,3.4575440883636475,-0.005489826202392578,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_the_rack,back_minus_front,0.000904083251953125,-0.0023415088653564453,-0.0032455921173095703,-1
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L2,3.4619805812835693,3.4624903202056885,0.0005097389221191406,7
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L3,3.463289499282837,3.4622764587402344,-0.001013040542602539,1
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L4,3.4636600017547607,3.4625370502471924,-0.0011229515075683594,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L5,3.4624569416046143,3.4609367847442627,-0.0015201568603515625,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L12,3.4638454914093018,3.461197853088379,-0.0026476383209228516,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L13,3.463498830795288,3.4603309631347656,-0.003167867660522461,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L14,3.463822603225708,3.460988759994507,-0.002833843231201172,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,L15,3.4629571437835693,3.4576427936553955,-0.005314350128173828,0
development_main,token_entropy,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,back_minus_front,0.0006840229034423828,-0.0020202796440571547,-0.0027043025474995375,-1
development_main,token_entropy,libero_goal/turn_on_the_stove,L2,3.4619252681732178,3.462529420852661,0.0006041526794433594,8
development_main,token_entropy,libero_goal/turn_on_the_stove,L3,3.4633407592773438,3.4625425338745117,-0.0007982254028320312,1
development_main,token_entropy,libero_goal/turn_on_the_stove,L4,3.4635610580444336,3.4622647762298584,-0.0012962818145751953,1
development_main,token_entropy,libero_goal/turn_on_the_stove,L5,3.4625282287597656,3.461137056350708,-0.0013911724090576172,0
development_main,token_entropy,libero_goal/turn_on_the_stove,L12,3.4639053344726562,3.4616806507110596,-0.0022246837615966797,0
development_main,token_entropy,libero_goal/turn_on_the_stove,L13,3.4637224674224854,3.4608709812164307,-0.0028514862060546875,0
development_main,token_entropy,libero_goal/turn_on_the_stove,L14,3.4639549255371094,3.46150279045105,-0.0024521350860595703,0
development_main,token_entropy,libero_goal/turn_on_the_stove,L15,3.4632256031036377,3.458768606185913,-0.004456996917724609,0
development_main,token_entropy,libero_goal/turn_on_the_stove,back_minus_front,0.0008633931283839047,-0.0014127889880910516,-0.002276182174682617,-1
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L2,3.460592031478882,3.460772752761841,0.00018072128295898438,7
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L3,3.461261749267578,3.460144281387329,-0.0011174678802490234,1
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L4,3.461803674697876,3.459426164627075,-0.0023775100708007812,0
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L5,3.4600181579589844,3.4572908878326416,-0.0027272701263427734,0
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L12,3.462996482849121,3.459653615951538,-0.003342866897583008,0
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L13,3.4624950885772705,3.458620071411133,-0.0038750171661376953,0
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L14,3.462897300720215,3.459134101867676,-0.0037631988525390625,0
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,L15,3.462254285812378,3.4565207958221436,-0.005733489990234375,0
development_main,token_entropy,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,back_minus_front,0.0017419656505808234,-0.0009264945983886719,-0.002668460365384817,-1
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L2,3.4603278636932373,3.4602832794189453,-4.458427429199219e-05,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L3,3.46096134185791,3.459810256958008,-0.0011510848999023438,1
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L4,3.4612576961517334,3.4585602283477783,-0.002697467803955078,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L5,3.459487199783325,3.4565975666046143,-0.0028896331787109375,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L12,3.4621188640594482,3.45782208442688,-0.004296779632568359,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L13,3.4614906311035156,3.456425428390503,-0.005065202713012695,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L14,3.4618732929229736,3.456740379333496,-0.005132913589477539,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,L15,3.461256742477417,3.4544029235839844,-0.006853818893432617,0
development_main,token_entropy,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,back_minus_front,0.0011761983623728156,-0.0024650096893310547,-0.003641208168119192,-1
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L2,3.4609687328338623,3.460955858230591,-1.2874603271484375e-05,0
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L3,3.4613828659057617,3.460233688354492,-0.0011491775512695312,1
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L4,3.4618752002716064,3.460259437561035,-0.001615762710571289,1
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L5,3.460812568664551,3.457836866378784,-0.0029757022857666016,0
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L12,3.464077949523926,3.460909128189087,-0.003168821334838867,0
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L13,3.463388442993164,3.459683418273926,-0.0037050247192382812,0
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L14,3.4640324115753174,3.4605867862701416,-0.0034456253051757812,0
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,L15,3.462996482849121,3.4577372074127197,-0.005259275436401367,0
development_main,token_entropy,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,back_minus_front,0.002363999607041478,-9.218851482728496e-05,-0.002456188201904297,-1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L2,3.4604740142822266,3.4605257511138916,5.173683166503906e-05,9
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L3,3.461170196533203,3.459606885910034,-0.0015633106231689453,1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L4,3.46163272857666,3.459395170211792,-0.002237558364868164,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L5,3.4600226879119873,3.456197738647461,-0.003824949264526367,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L12,3.4628946781158447,3.4588937759399414,-0.00400090217590332,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L13,3.4623374938964844,3.4577348232269287,-0.004602670669555664,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L14,3.462721109390259,3.4582462310791016,-0.0044748783111572266,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,L15,3.4616384506225586,3.4553234577178955,-0.006314992904663086,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,back_minus_front,0.0015730857849121094,-0.0013817151775583625,-0.0029548010788857937,-1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L2,3.460716962814331,3.4605064392089844,-0.0002105236053466797,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L3,3.4614174365997314,3.459721565246582,-0.001695871353149414,1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L4,3.4619853496551514,3.459357500076294,-0.002627849578857422,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L5,3.4602842330932617,3.4560670852661133,-0.0042171478271484375,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L12,3.463047742843628,3.459688425064087,-0.0033593177795410156,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L13,3.462662935256958,3.458806037902832,-0.0038568973541259766,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L14,3.463160514831543,3.459681272506714,-0.0034792423248291016,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,L15,3.462094306945801,3.4561221599578857,-0.005972146987915039,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,back_minus_front,0.0016405582427978516,-0.00033895173692144454,-0.0019795100670307875,-1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L2,3.460744857788086,3.460538625717163,-0.00020623207092285156,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L3,3.4614036083221436,3.4597012996673584,-0.0017023086547851562,1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L4,3.4621286392211914,3.459794282913208,-0.0023343563079833984,1
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L5,3.460479736328125,3.4562885761260986,-0.004191160202026367,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L12,3.4633588790893555,3.4601688385009766,-0.0031900405883789062,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L13,3.4628849029541016,3.45906925201416,-0.0038156509399414062,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L14,3.4634249210357666,3.4599392414093018,-0.0034856796264648438,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,L15,3.4621732234954834,3.456609010696411,-0.005564212799072266,0
development_main,token_entropy,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,back_minus_front,0.0017711321124807,-0.00013383229088503867,-0.0019049644470214844,-1
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L2,3.461102247238159,3.461209297180176,0.00010704994201660156,7
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L3,3.4615981578826904,3.4605929851531982,-0.0010051727294921875,1
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L4,3.4623305797576904,3.4606740474700928,-0.0016565322875976562,0
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L5,3.4608542919158936,3.458733320236206,-0.0021209716796875,0
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L12,3.46380352973938,3.460845708847046,-0.0029578208923339844,0
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L13,3.463165044784546,3.459838628768921,-0.003326416015625,0
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L14,3.4635581970214844,3.4601452350616455,-0.003412961959838867,0
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,L15,3.4630939960479736,3.457965135574341,-0.0051288604736328125,0
development_main,token_entropy,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,back_minus_front,0.001934051513671875,-0.0006035168771632016,-0.0025375683326274157,-1
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L2,3.460556745529175,3.460517644882202,-3.910064697265625e-05,7
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L3,3.4608964920043945,3.4601166248321533,-0.0007798671722412109,1
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L4,3.46148681640625,3.4598357677459717,-0.0016510486602783203,1
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L5,3.4601242542266846,3.457296371459961,-0.002827882766723633,0
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L12,3.4625120162963867,3.4585626125335693,-0.003949403762817383,0
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L13,3.4620144367218018,3.4575722217559814,-0.0044422149658203125,0
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L14,3.4625346660614014,3.458495855331421,-0.004038810729980469,0
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,L15,3.4616212844848633,3.45585036277771,-0.00577092170715332,0
development_main,token_entropy,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,back_minus_front,0.0014044443378224969,-0.0018214384326711297,-0.0032258827704936266,-1
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L2,3.4605071544647217,3.4602832794189453,-0.0002238750457763672,4
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L3,3.4609453678131104,3.4603312015533447,-0.000614166259765625,1
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L4,3.4615747928619385,3.4595744609832764,-0.0020003318786621094,1
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L5,3.460176706314087,3.45707106590271,-0.003105640411376953,0
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L12,3.4623537063598633,3.4579741954803467,-0.0043795108795166016,0
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L13,3.461888074874878,3.4566853046417236,-0.005202770233154297,0
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L14,3.4623947143554688,3.4579038619995117,-0.004490852355957031,0
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,L15,3.4608867168426514,3.454559564590454,-0.006327152252197266,0
development_main,token_entropy,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,back_minus_front,0.001079559326171875,-0.0025343101006001234,-0.0036138694267719984,-1
development_main,token_entropy,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L2,3.460627555847168,3.4606478214263916,2.0265579223632812e-05,7
development_main,token_entropy,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L3,3.4610092639923096,3.460498809814453,-0.0005104541778564453,6
development_main,token_entropy,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L4,3.4616281986236572,3.459879159927368,-0.0017490386962890625,1
development_main,token_entropy,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L5,3.4601516723632812,3.4577314853668213,-0.002420186996459961,0
development_main,token_entropy,libero_object/pick_up_the_butter_and_place_it_in_the_basket,L12,3.4619743824005127,3.45737624168396,-0.004598140716552734,0
