global_row,source,episode,init_state_id,noise_seed,failure,length,primary_failure_reason,v82_first,diagnostic_no_acc_confirmation_first,cause,freeze_raw_first,freeze_smooth_first,freeze_confirmed_first,freeze_longest_smooth_run,acceleration_raw_first,acceleration_smooth_first,acceleration_confirmed_first,acceleration_longest_smooth_run,periodicity_raw_first,periodicity_smooth_first,periodicity_confirmed_first,periodicity_longest_smooth_run,frontback_first,frontback_max_margin,curvature_first,curvature_max_margin,release_query,release_count,observed_goal_true,release_to_alarm_queries
27610,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,10,1,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.13274019153416156,-1,-0.34064653905232745,-1,0,False,
27611,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,11,1,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.1276350549509128,-1,-0.2905880347316464,-1,0,False,
27612,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,12,1,1012,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.16453441249330839,-1,-0.3339560833352928,8,1,False,
27613,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,13,1,1013,False,11,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.1254331145522495,-1,-0.4175505719880263,-1,0,True,
27614,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,14,1,1014,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.1326984229584535,-1,-0.3898258983269334,8,1,False,
27615,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,15,1,1015,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.13314159777263798,-1,-0.3242749213377635,-1,0,False,
27616,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,16,2,1008,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,9,-1,-1,0,-1,-0.17018553314606347,-1,-0.3405500380201265,-1,0,False,
27617,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,17,2,1009,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.1762916521926721,-1,-0.34095320147027575,-1,0,False,
27618,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,18,2,1010,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.16938285422325133,-1,-0.35116886674861114,-1,0,False,
27619,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,19,2,1011,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.18059654302398362,-1,-0.35524392827848594,-1,0,False,
27620,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,20,2,1012,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.17376749855279922,-1,-0.3246518067841728,-1,0,False,
27621,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,21,2,1013,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.14995547711352505,-1,-0.3452577921698491,-1,0,False,
27622,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,22,2,1014,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.17639609691500663,-1,-0.35357706948618095,-1,0,False,
27623,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,23,2,1015,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,9,-1,-1,0,-1,-0.17103648630777993,-1,-0.355630980818222,-1,0,True,
27624,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,24,3,1008,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,8,7,-1,1,-1,-0.14493337525924047,-1,-0.3375585137406985,-1,0,True,
27625,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,25,3,1009,False,15,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,12,-1,2,-1,-0.12868805668254693,-1,-0.4125026181973517,10,1,False,
27626,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,26,3,1010,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.1353747802277406,-1,-0.3728002106597026,-1,0,False,
27627,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,27,3,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.12057605806241432,-1,-0.4113839640443524,-1,0,False,
27628,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,28,3,1012,True,22,object_released_or_dropped_before_goal,11,11,frontback,-1,-1,-1,0,9,10,17,12,7,7,13,6,11,0.14397537370522817,-1,-0.11380313743154208,7,1,False,4.0
27629,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,29,3,1013,False,15,,-1,-1,,-1,-1,-1,0,10,11,-1,3,8,-1,-1,0,-1,-0.10603756162772576,-1,-0.30319452940424285,8,2,False,
27630,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,30,3,1014,False,14,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,11,-1,3,-1,-0.13489938407142957,-1,-0.3775494057542334,10,1,False,
27631,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,31,3,1015,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,7,-1,1,-1,-0.14177966991066931,-1,-0.3863466045334935,-1,0,False,
27632,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,32,4,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.16133244104186692,-1,-0.3499589033251007,-1,0,False,
27633,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,33,4,1009,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,9,-1,-1,0,-1,-0.14830140786369642,-1,-0.3594833678677678,-1,0,False,
27634,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,34,4,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.15490693615873655,-1,-0.389745267962416,-1,0,False,
27635,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,35,4,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.14505188556512197,-1,-0.3380037613039215,-1,0,False,
27636,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,36,4,1012,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.1467524644434452,-1,-0.37630748765667277,-1,0,False,
27637,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,37,4,1013,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.14260981993873914,-1,-0.3548392374496131,-1,0,False,
27638,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,38,4,1014,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.15778070443868636,-1,-0.3393522137006124,-1,0,False,
27639,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,39,4,1015,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.15033291048804917,-1,-0.3347992245244483,-1,0,False,
27640,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,40,5,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.13348203528920807,-1,-0.37753391974791883,-1,0,False,
27641,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,41,5,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.15566967568794884,-1,-0.40007112912585335,-1,0,False,
27642,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,42,5,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.13904773820439972,-1,-0.40097473429888486,-1,0,False,
27643,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,43,5,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,7,-1,1,-1,-0.15051360929012297,-1,-0.38806136969228583,-1,0,False,
27644,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,44,5,1012,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.14883642467856406,-1,-0.3943885127801138,-1,0,False,
27645,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,45,5,1013,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,7,-1,1,-1,-0.11232992054770391,-1,-0.3735829197758188,-1,0,False,
27646,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,46,5,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,7,-1,1,-1,-0.1482635041475296,-1,-0.3694244999860724,-1,0,False,
27647,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,47,5,1015,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,7,-1,1,-1,-0.15316697710752486,-1,-0.38975720562941085,-1,0,False,
27648,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,48,6,1008,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.15858430804808935,-1,-0.404578023293366,-1,0,False,
27649,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,49,6,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.12865335815151532,-1,-0.40921574785808723,-1,0,True,
27650,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,50,6,1010,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.1564969322780768,-1,-0.4477909407715003,-1,0,False,
27651,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,51,6,1011,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.15683325521151223,-1,-0.39459901723514,-1,0,False,
27652,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,52,6,1012,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.15662111110488572,-1,-0.40820211996138095,-1,0,False,
27653,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,53,6,1013,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.14864772699276604,-1,-0.4205731411290665,-1,0,False,
27654,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,54,6,1014,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.15882531570394834,-1,-0.429292921145757,-1,0,False,
27655,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,55,6,1015,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.16326346016923585,-1,-0.43561037359572946,-1,0,False,
27656,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,56,7,1008,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,6,7,-1,1,-1,-0.18925232512752213,-1,-0.36656021712650544,-1,0,False,
27657,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,57,7,1009,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.19360347413023313,-1,-0.39597250429416697,-1,0,False,
27658,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,58,7,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.17619706700742244,-1,-0.33062463667740427,-1,0,False,
27659,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,59,7,1011,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,7,-1,1,-1,-0.19559176283081373,-1,-0.40602729738658916,-1,0,False,
27660,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,60,7,1012,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,6,-1,-1,0,-1,-0.19199538055062293,-1,-0.3671133367146055,-1,0,False,
27661,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,61,7,1013,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,6,7,-1,1,-1,-0.1668977924734354,-1,-0.3187758371035258,-1,0,False,
27662,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,62,7,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,7,-1,1,-1,-0.1707203897734483,-1,-0.3260922065116465,-1,0,False,
27663,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,63,7,1015,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,6,7,-1,1,-1,-0.1757510386208693,-1,-0.3130927657485008,-1,0,False,
27664,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,64,8,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.11844894182682038,-1,-0.37479864403729635,-1,0,False,
27665,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,65,8,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.11947543066740036,-1,-0.39703150451928376,-1,0,False,
27666,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,66,8,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.12066793210307757,-1,-0.4115190194124977,-1,0,False,
27667,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,67,8,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.1353792517532905,-1,-0.3953199565624818,-1,0,False,
27668,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,68,8,1012,False,11,,-1,-1,,-1,-1,-1,0,10,-1,-1,0,8,7,-1,1,-1,-0.13779741666714349,-1,-0.41746736350283026,-1,0,False,
27669,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,69,8,1013,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.1093358361919721,-1,-0.4169094936811986,-1,0,False,
27670,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,70,8,1014,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,-1,-1,0,-1,-0.12530681880315145,-1,-0.4136773225367069,-1,0,False,
27671,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,71,8,1015,False,11,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,7,-1,1,-1,-0.1258209071829915,-1,-0.32339646373689174,-1,0,False,
27672,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,72,9,1008,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,-1,-1,-1,0,-1,-0.1515650588174661,-1,-0.4138452874297897,-1,0,False,
27673,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,73,9,1009,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.15691626088817914,-1,-0.4456622628631691,8,1,False,
27674,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,74,9,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,-1,-1,0,-1,-0.15007423378030457,-1,-0.414322994598498,-1,0,False,
27675,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,75,9,1011,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,7,-1,-1,0,-1,-0.13532304283976554,-1,-0.42476270032301544,-1,0,False,
27676,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,76,9,1012,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.14018306015928586,-1,-0.4326903525901338,-1,0,False,
27677,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,77,9,1013,True,22,object_released_or_dropped_before_goal,20,14,turbulence,18,-1,-1,0,9,13,20,9,6,11,14,11,-1,-0.03793908011664947,-1,-0.3201453325152397,9,1,False,11.0
27678,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,78,9,1014,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,7,7,-1,1,-1,-0.15673931940396627,-1,-0.4544894514456391,-1,0,False,
27679,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,79,9,1015,False,9,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,6,-1,-1,0,-1,-0.15802759197354316,-1,-0.46182211517651256,-1,0,False,
27680,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,80,10,1008,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.09025408462186654,-1,-0.34325984106212853,-1,0,False,
27681,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,81,10,1009,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.12034849981715283,-1,-0.3100303598791361,-1,0,False,
27682,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,82,10,1010,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,8,-1,-1,0,-1,-0.10771821070710819,-1,-0.32373672299583756,-1,0,False,
27683,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,83,10,1011,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,9,-1,-1,0,-1,-0.1385696384832263,-1,-0.35619229709605377,-1,0,False,
27684,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,84,10,1012,False,10,,-1,-1,,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-0.14218616054952143,-1,-0.30929865667472284,-1,0,False,
27685,cache_new/HiMoE-VLA/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate/right-50x8b-20260903,85,10,1013,False,10,,-1,-1,,-1,-1,-1,0,9,-1,-1,0,8,-1,-1,0,-1,-0.09598439010977745,-1,-0.34987797877937554,-1,0,False,
