cohort,method,episodes,failures,successes,tp,fp,fn,tn,recall,fpr,precision,tp_with_four_later_queries,median_first_tp,median_first_fp
all_plus,c32_union_radius,700,161,539,101,8,60,531,0.6273291925465838,0.014842300556586271,0.926605504587156,83,17.0,16.5
all_plus,norm_only,700,161,539,82,6,79,533,0.5093167701863354,0.011131725417439703,0.9318181818181818,66,17.0,12.5
all_plus,cosine_knn20,700,161,539,1,3,160,536,0.006211180124223602,0.0055658627087198514,0.25,1,7.0,8.0
all_plus,knn_euclidean_OR_cosine,700,161,539,120,10,41,529,0.7453416149068323,0.01855287569573284,0.9230769230769231,98,16.0,12.5
all_plus,knn_euclidean_AND_cosine_latched,700,161,539,1,0,160,539,0.006211180124223602,0.0,1.0,1,12.0,
primary_plus,v7_frozen,700,161,539,73,6,88,533,0.453416149068323,0.011131725417439703,0.9240506329113924,60,19.0,14.5
primary_plus,v8_frozen,700,161,539,133,29,28,510,0.8260869565217391,0.05380333951762523,0.8209876543209876,116,17.0,15.0
primary_plus,v82_frozen,700,161,539,137,30,24,509,0.8509316770186336,0.055658627087198514,0.8203592814371258,121,16.0,14.0
primary_plus,knn20,700,161,539,120,7,41,532,0.7453416149068323,0.012987012987012988,0.9448818897637795,98,16.0,13.0
primary_plus,c4_assigned_radius,700,161,539,99,5,62,534,0.6149068322981367,0.00927643784786642,0.9519230769230769,78,17.0,14.0
primary_plus,c32_assigned_radius,700,161,539,105,8,56,531,0.6521739130434783,0.014842300556586271,0.9292035398230089,85,17.0,16.5
primary_plus,c32_union_radius,700,161,539,101,8,60,531,0.6273291925465838,0.014842300556586271,0.926605504587156,83,17.0,16.5
primary_plus,norm_only,700,161,539,82,6,79,533,0.5093167701863354,0.011131725417439703,0.9318181818181818,66,17.0,12.5
primary_plus,cosine_knn20,700,161,539,1,3,160,536,0.006211180124223602,0.0055658627087198514,0.25,1,7.0,8.0
primary_plus,knn_euclidean_OR_cosine,700,161,539,120,10,41,529,0.7453416149068323,0.01855287569573284,0.9230769230769231,98,16.0,12.5
primary_plus,knn_euclidean_AND_cosine_latched,700,161,539,1,0,160,539,0.006211180124223602,0.0,1.0,1,12.0,
all_pro,v7_frozen,250,170,80,62,0,108,80,0.36470588235294116,0.0,1.0,50,19.0,
all_pro,v8_frozen,250,170,80,126,0,44,80,0.7411764705882353,0.0,1.0,108,17.0,
all_pro,v82_frozen,250,170,80,134,0,36,80,0.788235294117647,0.0,1.0,118,17.0,
all_pro,knn20,250,170,80,132,0,38,80,0.7764705882352941,0.0,1.0,124,16.0,
all_pro,c4_assigned_radius,250,170,80,117,0,53,80,0.6882352941176471,0.0,1.0,105,16.0,
all_pro,c32_assigned_radius,250,170,80,109,0,61,80,0.6411764705882353,0.0,1.0,94,17.0,
all_pro,c32_union_radius,250,170,80,107,0,63,80,0.6294117647058823,0.0,1.0,91,17.0,
all_pro,norm_only,250,170,80,103,0,67,80,0.6058823529411764,0.0,1.0,88,17.0,
all_pro,cosine_knn20,250,170,80,3,0,167,80,0.01764705882352941,0.0,1.0,2,16.0,
all_pro,knn_euclidean_OR_cosine,250,170,80,133,0,37,80,0.7823529411764706,0.0,1.0,125,16.0,
all_pro,knn_euclidean_AND_cosine_latched,250,170,80,2,0,168,80,0.011764705882352941,0.0,1.0,1,21.0,
primary_pro,v7_frozen,250,170,80,62,0,108,80,0.36470588235294116,0.0,1.0,50,19.0,
primary_pro,v8_frozen,250,170,80,126,0,44,80,0.7411764705882353,0.0,1.0,108,17.0,
primary_pro,v82_frozen,250,170,80,134,0,36,80,0.788235294117647,0.0,1.0,118,17.0,
primary_pro,knn20,250,170,80,132,0,38,80,0.7764705882352941,0.0,1.0,124,16.0,
primary_pro,c4_assigned_radius,250,170,80,117,0,53,80,0.6882352941176471,0.0,1.0,105,16.0,
primary_pro,c32_assigned_radius,250,170,80,109,0,61,80,0.6411764705882353,0.0,1.0,94,17.0,
primary_pro,c32_union_radius,250,170,80,107,0,63,80,0.6294117647058823,0.0,1.0,91,17.0,
primary_pro,norm_only,250,170,80,103,0,67,80,0.6058823529411764,0.0,1.0,88,17.0,
primary_pro,cosine_knn20,250,170,80,3,0,167,80,0.01764705882352941,0.0,1.0,2,16.0,
primary_pro,knn_euclidean_OR_cosine,250,170,80,133,0,37,80,0.7823529411764706,0.0,1.0,125,16.0,
primary_pro,knn_euclidean_AND_cosine_latched,250,170,80,2,0,168,80,0.011764705882352941,0.0,1.0,1,21.0,
