fold,role,global_row
0,reference,307
0,reference,308
0,reference,309
0,reference,310
0,reference,311
0,reference,312
0,reference,313
0,reference,314
0,reference,315
0,reference,316
0,reference,317
0,reference,318
0,reference,319
0,reference,336
0,reference,337
0,reference,338
0,reference,339
0,reference,340
0,reference,341
0,reference,342
0,reference,343
0,reference,344
0,reference,345
0,reference,346
0,reference,347
0,reference,348
0,reference,349
0,reference,350
0,reference,351
0,reference,352
0,reference,353
0,reference,354
0,reference,355
0,reference,356
0,reference,357
0,reference,358
0,reference,359
0,reference,376
0,reference,377
0,reference,378
0,reference,379
0,reference,380
0,reference,381
0,reference,382
0,reference,383
0,reference,384
0,reference,385
0,reference,386
0,reference,387
0,reference,388
0,reference,389
0,reference,390
0,reference,391
0,reference,392
0,reference,393
0,reference,394
0,reference,395
0,reference,396
0,reference,397
0,reference,398
0,reference,399
0,reference,816
0,reference,817
0,reference,818
0,reference,819
0,reference,820
0,reference,821
0,reference,822
0,reference,823
0,reference,824
0,reference,825
0,reference,826
0,reference,827
0,reference,828
0,reference,829
0,reference,830
0,reference,831
0,reference,832
0,reference,833
0,reference,834
0,reference,835
0,reference,836
0,reference,837
0,reference,838
0,reference,839
0,reference,856
0,reference,857
0,reference,858
0,reference,859
0,reference,860
0,reference,861
0,reference,862
0,reference,863
0,reference,864
0,reference,865
0,reference,866
0,reference,867
0,reference,868
0,reference,869
0,reference,870
0,reference,871
0,reference,872
0,reference,873
0,reference,874
0,reference,875
0,reference,876
0,reference,877
0,reference,878
0,reference,879
0,reference,896
0,reference,897
0,reference,898
0,reference,899
0,reference,900
0,reference,901
0,reference,902
0,reference,903
0,reference,904
0,reference,905
0,reference,906
0,reference,907
0,reference,908
0,reference,909
0,reference,910
0,reference,911
0,reference,912
0,reference,913
0,reference,914
0,reference,915
0,reference,916
0,reference,917
0,reference,918
0,reference,919
0,reference,936
0,reference,937
0,reference,938
0,reference,939
0,reference,940
0,reference,941
0,reference,942
0,reference,943
0,reference,944
0,reference,945
0,reference,946
0,reference,947
0,reference,948
0,reference,949
0,reference,950
0,reference,951
0,reference,952
0,reference,953
0,reference,954
0,reference,955
0,reference,956
0,reference,957
0,reference,958
0,reference,959
0,reference,976
0,reference,977
0,reference,978
0,reference,979
0,reference,980
0,reference,981
0,reference,982
0,reference,983
0,reference,984
0,reference,985
0,reference,986
0,reference,987
0,reference,988
0,reference,989
0,reference,990
0,reference,991
0,reference,992
0,reference,993
0,reference,994
0,reference,995
0,reference,996
0,reference,997
0,reference,998
0,reference,999
0,reference,1016
0,reference,1017
0,reference,1018
0,reference,1019
0,reference,1020
0,reference,1021
0,reference,1022
0,reference,1023
0,reference,1024
0,reference,1025
0,reference,1026
0,reference,1027
0,reference,1028
0,reference,1029
0,reference,1030
0,reference,1031
0,reference,1032
0,reference,1033
0,reference,1034
0,reference,1035
0,reference,1036
0,reference,1037
0,reference,1038
0,reference,1039
0,reference,1056
0,reference,1057
0,reference,1058
0,reference,1059
0,reference,1060
0,reference,1061
0,reference,1062
0,reference,1063
0,reference,1064
0,reference,1065
0,reference,1066
0,reference,1067
0,reference,1068
0,reference,1069
0,reference,1070
0,reference,1071
0,reference,1072
0,reference,1073
0,reference,1074
0,reference,1075
0,reference,1076
0,reference,1077
0,reference,1078
0,reference,1079
0,reference,1096
0,reference,1097
0,reference,1098
0,reference,1099
0,reference,1100
0,reference,1101
0,reference,1102
0,reference,1103
0,reference,1104
0,reference,1105
0,reference,1106
0,reference,1107
0,reference,1108
0,reference,1109
0,reference,1110
0,reference,1111
0,reference,1112
0,reference,1113
0,reference,1114
0,reference,1115
0,reference,1116
0,reference,1117
0,reference,1118
0,reference,1119
0,reference,1136
0,reference,1137
0,reference,1138
0,reference,1139
0,reference,1140
0,reference,1141
0,reference,1142
0,reference,1143
0,reference,1144
0,reference,1145
0,reference,1146
0,reference,1147
0,reference,1148
0,reference,1149
0,reference,1150
0,reference,1151
0,reference,1152
0,reference,1153
0,reference,1154
0,reference,1155
0,reference,1156
0,reference,1157
0,reference,1158
0,reference,1159
0,reference,1176
0,reference,1177
0,reference,1178
0,reference,1179
0,reference,1180
0,reference,1181
0,reference,1182
0,reference,1183
0,reference,1184
0,reference,1185
0,reference,1186
0,reference,1187
0,reference,1188
0,reference,1189
0,reference,1190
0,reference,1191
0,reference,1192
0,reference,1193
0,reference,1194
0,reference,1195
0,reference,1196
0,reference,1197
0,reference,1198
0,reference,1199
0,reference,1616
0,reference,1617
0,reference,1618
0,reference,1619
0,reference,1620
0,reference,1621
0,reference,1622
0,reference,1623
0,reference,1624
0,reference,1625
0,reference,1626
0,reference,1627
0,reference,1628
0,reference,1629
0,reference,1630
0,reference,1631
0,reference,1632
0,reference,1633
0,reference,1634
0,reference,1635
0,reference,1636
0,reference,1637
0,reference,1638
0,reference,1639
0,reference,1656
0,reference,1657
0,reference,1658
0,reference,1659
0,reference,1660
0,reference,1661
0,reference,1662
0,reference,1663
0,reference,1664
0,reference,1665
0,reference,1666
0,reference,1667
0,reference,1668
0,reference,1669
0,reference,1670
0,reference,1671
0,reference,1672
0,reference,1673
0,reference,1674
0,reference,1675
0,reference,1676
0,reference,1677
0,reference,1678
0,reference,1679
0,reference,1696
0,reference,1697
0,reference,1698
0,reference,1699
0,reference,1700
0,reference,1701
0,reference,1702
0,reference,1703
0,reference,1704
0,reference,1705
0,reference,1706
0,reference,1707
0,reference,1708
0,reference,1709
0,reference,1710
0,reference,1711
0,reference,1712
0,reference,1713
0,reference,1714
0,reference,1715
0,reference,1716
0,reference,1717
0,reference,1718
0,reference,1719
0,reference,1736
0,reference,1737
0,reference,1738
0,reference,1739
0,reference,1740
0,reference,1741
0,reference,1742
0,reference,1743
0,reference,1744
0,reference,1745
0,reference,1746
0,reference,1747
0,reference,1748
0,reference,1749
0,reference,1750
0,reference,1751
0,reference,1752
0,reference,1753
0,reference,1754
0,reference,1755
0,reference,1756
0,reference,1757
0,reference,1758
0,reference,1759
0,reference,1776
0,reference,1777
0,reference,1778
0,reference,1779
0,reference,1780
0,reference,1781
0,reference,1782
0,reference,1783
0,reference,1784
0,reference,1785
0,reference,1786
0,reference,1787
0,reference,1788
0,reference,1789
0,reference,1790
0,reference,1791
0,reference,1792
0,reference,1793
0,reference,1794
0,reference,1795
0,reference,1796
0,reference,1797
0,reference,1798
0,reference,1799
0,reference,1816
0,reference,1817
0,reference,1818
0,reference,1819
0,reference,1820
0,reference,1821
0,reference,1822
0,reference,1823
0,reference,1824
0,reference,1825
0,reference,1826
0,reference,1827
0,reference,1828
0,reference,1829
0,reference,1830
0,reference,1831
0,reference,1832
0,reference,1833
0,reference,1834
0,reference,1835
0,reference,1836
0,reference,1837
0,reference,1838
0,reference,1839
0,reference,1856
0,reference,1857
0,reference,1858
0,reference,1859
0,reference,1860
0,reference,1861
0,reference,1862
0,reference,1863
0,reference,1864
0,reference,1865
0,reference,1866
0,reference,1867
0,reference,1868
0,reference,1869
0,reference,1870
0,reference,1871
0,reference,1872
0,reference,1873
0,reference,1874
0,reference,1875
0,reference,1876
0,reference,1877
0,reference,1878
0,reference,1879
0,reference,1896
0,reference,1897
0,reference,1898
0,reference,1899
0,reference,1900
0,reference,1901
0,reference,1902
0,reference,1903
0,reference,1904
0,reference,1905
0,reference,1906
0,reference,1907
0,reference,1908
0,reference,1909
0,reference,1910
0,reference,1911
0,reference,1912
0,reference,1913
0,reference,1914
0,reference,1915
0,reference,1916
0,reference,1917
0,reference,1918
0,reference,1919
0,reference,1936
0,reference,1937
0,reference,1938
0,reference,1939
0,reference,1940
0,reference,1941
0,reference,1942
0,reference,1943
0,reference,1944
0,reference,1945
0,reference,1946
0,reference,1947
0,reference,1948
0,reference,1949
0,reference,1950
0,reference,1951
0,reference,1952
0,reference,1953
0,reference,1954
0,reference,1955
0,reference,1956
0,reference,1957
0,reference,1958
0,reference,1959
0,reference,1976
0,reference,1977
0,reference,1978
0,reference,1979
0,reference,1980
0,reference,1981
0,reference,1982
0,reference,1983
0,reference,1984
0,reference,1985
0,reference,1986
0,reference,1987
0,reference,1988
0,reference,1989
0,reference,1990
0,reference,1991
0,reference,1992
0,reference,1993
0,reference,1994
0,reference,1995
0,reference,1996
0,reference,1997
0,reference,1998
0,reference,1999
0,reference,2416
0,reference,2417
0,reference,2418
0,reference,2419
0,reference,2420
0,reference,2421
0,reference,2422
0,reference,2423
0,reference,2424
0,reference,2425
0,reference,2426
0,reference,2427
0,reference,2428
0,reference,2429
0,reference,2430
0,reference,2431
0,reference,2432
0,reference,2433
0,reference,2434
0,reference,2435
0,reference,2436
0,reference,2437
0,reference,2438
0,reference,2439
0,reference,2456
0,reference,2457
0,reference,2458
0,reference,2459
0,reference,2460
0,reference,2461
0,reference,2462
0,reference,2463
0,reference,2464
0,reference,2465
0,reference,2466
0,reference,2467
0,reference,2468
0,reference,2469
0,reference,2470
0,reference,2471
0,reference,2472
0,reference,2473
0,reference,2474
0,reference,2475
0,reference,2476
0,reference,2477
0,reference,2478
0,reference,2479
0,reference,2496
0,reference,2497
0,reference,2498
0,reference,2499
0,reference,2500
0,reference,2501
0,reference,2502
0,reference,2503
0,reference,2504
0,reference,2505
0,reference,2506
0,reference,2507
0,reference,2508
0,reference,2509
0,reference,2510
0,reference,2511
0,reference,2512
0,reference,2513
0,reference,2514
0,reference,2515
0,reference,2516
0,reference,2517
0,reference,2518
0,reference,2519
0,reference,2536
0,reference,2537
0,reference,2538
0,reference,2539
0,reference,2540
0,reference,2541
0,reference,2542
0,reference,2543
0,reference,2544
0,reference,2545
0,reference,2546
0,reference,2547
0,reference,2548
0,reference,2549
0,reference,2550
0,reference,2551
0,reference,2552
0,reference,2553
0,reference,2554
0,reference,2555
0,reference,2556
0,reference,2557
0,reference,2558
0,reference,2559
0,reference,2576
0,reference,2577
0,reference,2578
0,reference,2579
0,reference,2580
0,reference,2581
0,reference,2582
0,reference,2583
0,reference,2584
0,reference,2585
0,reference,2586
0,reference,2587
0,reference,2588
0,reference,2589
0,reference,2590
0,reference,2591
0,reference,2592
0,reference,2593
0,reference,2594
0,reference,2595
0,reference,2596
0,reference,2597
0,reference,2598
0,reference,2599
0,reference,2616
0,reference,2617
0,reference,2618
0,reference,2619
0,reference,2620
0,reference,2621
0,reference,2622
0,reference,2623
0,reference,2624
0,reference,2625
0,reference,2626
0,reference,2627
0,reference,2628
0,reference,2629
0,reference,2630
0,reference,2631
0,reference,2632
0,reference,2633
0,reference,2634
0,reference,2635
0,reference,2636
0,reference,2637
0,reference,2638
0,reference,2639
0,reference,2656
0,reference,2657
0,reference,2658
0,reference,2659
0,reference,2660
0,reference,2661
0,reference,2662
0,reference,2663
0,reference,2664
0,reference,2665
0,reference,2666
0,reference,2667
0,reference,2668
0,reference,2669
0,reference,2670
0,reference,2671
0,reference,2672
0,reference,2673
0,reference,2674
0,reference,2675
0,reference,2676
0,reference,2677
0,reference,2678
0,reference,2679
0,reference,2696
0,reference,2697
0,reference,2698
0,reference,2699
0,reference,2700
0,reference,2701
0,reference,2702
0,reference,2703
0,reference,2704
0,reference,2705
0,reference,2706
0,reference,2707
0,reference,2708
0,reference,2709
0,reference,2710
0,reference,2711
0,reference,2712
0,reference,2713
0,reference,2714
0,reference,2715
0,reference,2716
0,reference,2717
0,reference,2718
0,reference,2719
0,reference,2736
0,reference,2737
0,reference,2738
0,reference,2739
0,reference,2740
0,reference,2741
0,reference,2742
0,reference,2743
0,reference,2744
0,reference,2745
0,reference,2746
0,reference,2747
0,reference,2748
0,reference,2749
0,reference,2750
0,reference,2751
0,reference,2752
0,reference,2753
0,reference,2754
0,reference,2755
0,reference,2756
0,reference,2757
0,reference,2758
0,reference,2759
0,reference,2776
0,reference,2777
0,reference,2778
0,reference,2779
0,reference,2780
0,reference,2781
0,reference,2782
0,reference,2783
0,reference,2784
0,reference,2785
0,reference,2786
0,reference,2787
0,reference,2788
0,reference,2789
0,reference,2790
0,reference,2791
0,reference,2792
0,reference,2793
0,reference,2794
0,reference,2795
0,reference,2796
0,reference,2797
0,reference,2798
0,reference,2799
0,reference,3216
0,reference,3217
0,reference,3218
0,reference,3219
0,reference,3220
0,reference,3221
0,reference,3222
0,reference,3223
0,reference,3224
0,reference,3225
0,reference,3226
0,reference,3227
0,reference,3228
0,reference,3229
0,reference,3230
0,reference,3231
0,reference,3232
0,reference,3233
0,reference,3234
0,reference,3235
0,reference,3236
0,reference,3237
0,reference,3238
0,reference,3239
0,reference,3256
0,reference,3257
0,reference,3258
0,reference,3259
0,reference,3260
0,reference,3261
0,reference,3262
0,reference,3263
0,reference,3264
0,reference,3265
0,reference,3266
0,reference,3267
0,reference,3268
0,reference,3269
0,reference,3270
0,reference,3271
0,reference,3272
0,reference,3273
0,reference,3274
0,reference,3275
0,reference,3276
0,reference,3277
0,reference,3278
0,reference,3279
0,reference,3296
0,reference,3297
0,reference,3298
0,reference,3299
0,reference,3300
0,reference,3301
0,reference,3302
0,reference,3303
0,reference,3304
0,reference,3305
0,reference,3306
0,reference,3307
0,reference,3308
0,reference,3309
0,reference,3310
0,reference,3311
0,reference,3312
0,reference,3313
0,reference,3314
0,reference,3315
0,reference,3316
0,reference,3317
0,reference,3318
0,reference,3319
0,reference,3336
0,reference,3337
0,reference,3338
0,reference,3339
0,reference,3340
0,reference,3341
0,reference,3342
0,reference,3343
0,reference,3344
0,reference,3345
0,reference,3346
0,reference,3347
0,reference,3348
0,reference,3349
0,reference,3350
0,reference,3351
0,reference,3352
0,reference,3353
0,reference,3354
0,reference,3355
0,reference,3356
0,reference,3357
0,reference,3358
0,reference,3359
0,reference,3376
0,reference,3377
0,reference,3378
0,reference,3379
0,reference,3380
0,reference,3381
0,reference,3382
0,reference,3383
0,reference,3384
0,reference,3385
0,reference,3386
0,reference,3387
0,reference,3388
0,reference,3389
0,reference,3390
0,reference,3391
0,reference,3392
0,reference,3393
0,reference,3394
0,reference,3395
0,reference,3396
0,reference,3397
0,reference,3398
0,reference,3399
0,reference,3416
0,reference,3417
0,reference,3418
0,reference,3419
0,reference,3420
0,reference,3421
0,reference,3422
0,reference,3423
0,reference,3424
0,reference,3425
0,reference,3426
0,reference,3427
0,reference,3428
0,reference,3429
0,reference,3430
0,reference,3431
0,reference,3432
0,reference,3433
0,reference,3434
0,reference,3435
0,reference,3436
0,reference,3437
0,reference,3438
0,reference,3439
0,reference,3456
0,reference,3457
0,reference,3458
0,reference,3459
0,reference,3460
0,reference,3461
0,reference,3462
0,reference,3463
0,reference,3464
0,reference,3465
0,reference,3466
0,reference,3467
0,reference,3468
0,reference,3469
0,reference,3470
0,reference,3471
0,reference,3472
0,reference,3473
0,reference,3474
0,reference,3475
0,reference,3476
0,reference,3477
0,reference,3478
0,reference,3479
0,reference,3496
0,reference,3497
0,reference,3498
0,reference,3499
0,reference,3500
0,reference,3501
0,reference,3502
0,reference,3503
0,reference,3504
0,reference,3505
0,reference,3506
0,reference,3507
0,reference,3508
0,reference,3509
0,reference,3510
0,reference,3511
0,reference,3512
0,reference,3513
0,reference,3514
0,reference,3515
0,reference,3516
0,reference,3517
0,reference,3518
0,reference,3519
0,reference,3536
0,reference,3537
0,reference,3538
0,reference,3539
0,reference,3540
0,reference,3541
0,reference,3542
0,reference,3543
0,reference,3544
0,reference,3545
0,reference,3546
0,reference,3547
0,reference,3548
0,reference,3549
0,reference,3550
0,reference,3551
0,reference,3552
0,reference,3553
0,reference,3554
0,reference,3555
0,reference,3556
0,reference,3557
0,reference,3558
0,reference,3559
0,reference,3576
0,reference,3577
0,reference,3578
0,reference,3579
0,reference,3580
0,reference,3581
0,reference,3582
0,reference,3583
0,reference,3584
0,reference,3585
0,reference,3586
0,reference,3587
0,reference,3588
0,reference,3589
0,reference,3590
0,reference,3591
0,reference,3592
0,reference,3593
0,reference,3594
0,reference,3595
0,reference,3596
0,reference,3597
0,reference,3598
0,reference,3599
0,reference,4016
0,reference,4017
0,reference,4018
0,reference,4019
0,reference,4020
0,reference,4021
0,reference,4022
0,reference,4023
0,reference,4024
0,reference,4025
0,reference,4026
0,reference,4027
0,reference,4028
0,reference,4029
0,reference,4030
0,reference,4031
0,reference,4032
0,reference,4033
0,reference,4034
0,reference,4035
0,reference,4036
0,reference,4037
0,reference,4038
0,reference,4039
0,reference,4056
0,reference,4057
0,reference,4058
0,reference,4059
0,reference,4060
0,reference,4061
0,reference,4062
0,reference,4063
0,reference,4064
0,reference,4065
0,reference,4066
0,reference,4067
0,reference,4068
0,reference,4069
0,reference,4070
0,reference,4071
0,reference,4072
0,reference,4073
0,reference,4074
0,reference,4075
0,reference,4076
0,reference,4077
0,reference,4078
0,reference,4079
0,reference,4096
0,reference,4097
0,reference,4098
0,reference,4099
0,reference,4100
0,reference,4101
0,reference,4102
0,reference,4103
0,reference,4104
0,reference,4105
0,reference,4106
0,reference,4107
0,reference,4108
0,reference,4109
0,reference,4110
0,reference,4111
0,reference,4112
0,reference,4113
0,reference,4114
0,reference,4115
0,reference,4116
0,reference,4117
0,reference,4118
0,reference,4119
0,reference,4136
0,reference,4137
0,reference,4138
0,reference,4139
0,reference,4140
0,reference,4141
0,reference,4142
0,reference,4143
0,reference,4144
0,reference,4145
0,reference,4146
0,reference,4147
0,reference,4148
0,reference,4149
0,reference,4150
0,reference,4151
0,reference,4152
0,reference,4153
0,reference,4154
0,reference,4155
0,reference,4156
0,reference,4157
0,reference,4158
0,reference,4159
0,reference,4176
0,reference,4177
0,reference,4178
0,reference,4179
0,reference,4180
0,reference,4181
0,reference,4182
0,reference,4183
0,reference,4184
0,reference,4185
0,reference,4186
0,reference,4187
0,reference,4188
0,reference,4189
0,reference,4190
0,reference,4191
0,reference,4192
0,reference,4193
0,reference,4194
0,reference,4195
0,reference,4196
0,reference,4197
0,reference,4198
0,reference,4199
0,reference,4216
0,reference,4217
0,reference,4218
0,reference,4219
0,reference,4220
0,reference,4221
0,reference,4222
0,reference,4223
0,reference,4224
0,reference,4225
0,reference,4226
0,reference,4227
0,reference,4228
0,reference,4229
0,reference,4230
0,reference,4231
0,reference,4232
0,reference,4233
0,reference,4234
0,reference,4235
0,reference,4236
0,reference,4237
0,reference,4238
0,reference,4239
0,reference,4256
0,reference,4257
0,reference,4258
0,reference,4259
0,reference,4260
0,reference,4261
0,reference,4262
0,reference,4263
0,reference,4264
0,reference,4265
0,reference,4266
0,reference,4267
0,reference,4268
0,reference,4269
0,reference,4270
0,reference,4271
0,reference,4272
0,reference,4273
0,reference,4274
0,reference,4275
0,reference,4276
0,reference,4277
0,reference,4278
0,reference,4279
0,reference,4296
0,reference,4297
0,reference,4298
0,reference,4299
0,reference,4300
0,reference,4301
0,reference,4302
0,reference,4303
0,reference,4304
0,reference,4305
0,reference,4306
0,reference,4307
0,reference,4308
0,reference,4309
0,reference,4310
0,reference,4311
0,reference,4312
0,reference,4313
0,reference,4314
0,reference,4315
0,reference,4316
0,reference,4317
0,reference,4318
0,reference,4319
0,reference,4336
0,reference,4337
0,reference,4338
0,reference,4339
0,reference,4340
0,reference,4341
0,reference,4342
0,reference,4343
0,reference,4344
0,reference,4345
0,reference,4346
0,reference,4347
0,reference,4348
0,reference,4349
0,reference,4350
0,reference,4351
0,reference,4352
0,reference,4353
0,reference,4354
0,reference,4355
0,reference,4356
0,reference,4357
0,reference,4358
0,reference,4359
0,reference,4376
0,reference,4377
0,reference,4378
0,reference,4379
0,reference,4380
0,reference,4381
0,reference,4382
0,reference,4383
0,reference,4384
0,reference,4385
0,reference,4386
0,reference,4387
0,reference,4388
0,reference,4389
0,reference,4390
0,reference,4391
0,reference,4392
0,reference,4393
0,reference,4394
0,reference,4395
0,reference,4396
0,reference,4397
0,reference,4398
0,reference,4399
0,reference,4816
0,reference,4817
0,reference,4818
0,reference,4819
0,reference,4820
0,reference,4821
0,reference,4822
0,reference,4823
0,reference,4824
0,reference,4825
0,reference,4826
0,reference,4827
0,reference,4828
0,reference,4829
0,reference,4830
0,reference,4831
0,reference,4832
0,reference,4833
0,reference,4834
0,reference,4835
0,reference,4836
0,reference,4837
0,reference,4838
0,reference,4839
0,reference,4856
0,reference,4857
0,reference,4858
0,reference,4859
0,reference,4860
0,reference,4861
0,reference,4862
0,reference,4863
0,reference,4864
0,reference,4865
0,reference,4866
0,reference,4867
0,reference,4868
0,reference,4869
0,reference,4870
0,reference,4871
0,reference,4872
0,reference,4873
0,reference,4874
0,reference,4875
0,reference,4876
0,reference,4877
0,reference,4878
0,reference,4879
0,reference,4896
0,reference,4897
0,reference,4898
0,reference,4899
0,reference,4900
0,reference,4901
0,reference,4902
0,reference,4903
0,reference,4904
0,reference,4905
0,reference,4906
0,reference,4907
0,reference,4908
0,reference,4909
0,reference,4910
0,reference,4911
0,reference,4912
0,reference,4913
0,reference,4914
0,reference,4915
0,reference,4916
0,reference,4917
0,reference,4918
0,reference,4919
0,reference,4936
0,reference,4937
0,reference,4938
0,reference,4939
0,reference,4940
0,reference,4941
0,reference,4942
0,reference,4943
0,reference,4944
0,reference,4945
0,reference,4946
0,reference,4947
0,reference,4948
0,reference,4949
0,reference,4950
0,reference,4951
0,reference,4952
0,reference,4953
0,reference,4954
0,reference,4955
0,reference,4956
0,reference,4957
0,reference,4958
0,reference,4959
0,reference,4976
0,reference,4977
0,reference,4978
0,reference,4979
0,reference,4980
0,reference,4981
0,reference,4982
0,reference,4983
0,reference,4984
0,reference,4985
0,reference,4986
0,reference,4987
0,reference,4988
0,reference,4989
0,reference,4990
0,reference,4991
0,reference,4992
0,reference,4993
0,reference,4994
0,reference,4995
0,reference,4996
0,reference,4997
0,reference,4998
0,reference,4999
0,reference,5016
0,reference,5017
0,reference,5018
0,reference,5019
0,reference,5020
0,reference,5021
0,reference,5022
0,reference,5023
0,reference,5024
0,reference,5025
0,reference,5026
0,reference,5027
0,reference,5028
0,reference,5029
0,reference,5030
0,reference,5031
0,reference,5032
0,reference,5033
0,reference,5034
0,reference,5035
0,reference,5036
0,reference,5037
0,reference,5038
0,reference,5039
0,reference,5056
0,reference,5057
0,reference,5058
0,reference,5059
0,reference,5060
0,reference,5061
0,reference,5062
0,reference,5063
0,reference,5064
0,reference,5065
0,reference,5066
0,reference,5067
0,reference,5068
0,reference,5069
0,reference,5070
0,reference,5071
0,reference,5072
0,reference,5073
0,reference,5074
0,reference,5075
0,reference,5076
0,reference,5077
0,reference,5078
0,reference,5079
0,reference,5096
0,reference,5097
0,reference,5098
0,reference,5099
0,reference,5100
0,reference,5101
0,reference,5102
0,reference,5103
0,reference,5104
0,reference,5105
0,reference,5106
0,reference,5107
0,reference,5108
0,reference,5109
0,reference,5110
0,reference,5111
0,reference,5112
0,reference,5113
0,reference,5114
0,reference,5115
0,reference,5116
0,reference,5117
0,reference,5118
0,reference,5119
0,reference,5136
0,reference,5137
0,reference,5138
0,reference,5139
0,reference,5140
0,reference,5141
0,reference,5142
0,reference,5143
0,reference,5144
0,reference,5145
0,reference,5146
0,reference,5147
0,reference,5148
0,reference,5149
0,reference,5150
0,reference,5151
0,reference,5152
0,reference,5153
0,reference,5154
0,reference,5155
0,reference,5156
0,reference,5157
0,reference,5158
0,reference,5159
0,reference,5176
0,reference,5177
0,reference,5178
0,reference,5179
0,reference,5180
0,reference,5181
0,reference,5182
0,reference,5183
0,reference,5184
0,reference,5185
0,reference,5186
0,reference,5187
0,reference,5188
0,reference,5189
0,reference,5190
0,reference,5191
0,reference,5192
0,reference,5193
0,reference,5194
0,reference,5195
0,reference,5196
0,reference,5197
0,reference,5198
0,reference,5199
0,reference,5616
0,reference,5617
0,reference,5618
0,reference,5619
0,reference,5620
0,reference,5621
0,reference,5622
0,reference,5623
0,reference,5624
0,reference,5625
0,reference,5626
0,reference,5627
0,reference,5628
0,reference,5629
0,reference,5630
0,reference,5631
0,reference,5632
0,reference,5633
0,reference,5634
0,reference,5635
0,reference,5636
0,reference,5637
0,reference,5638
0,reference,5639
0,reference,5656
0,reference,5657
0,reference,5658
0,reference,5659
0,reference,5660
0,reference,5661
0,reference,5662
0,reference,5663
0,reference,5664
0,reference,5665
0,reference,5666
0,reference,5667
0,reference,5668
0,reference,5669
0,reference,5670
0,reference,5671
0,reference,5672
0,reference,5673
0,reference,5674
0,reference,5675
0,reference,5676
0,reference,5677
0,reference,5678
0,reference,5679
0,reference,5696
0,reference,5697
0,reference,5698
0,reference,5699
0,reference,5700
0,reference,5701
0,reference,5702
0,reference,5703
0,reference,5704
0,reference,5705
0,reference,5706
0,reference,5707
0,reference,5708
0,reference,5709
0,reference,5710
0,reference,5711
0,reference,5712
0,reference,5713
0,reference,5714
0,reference,5715
0,reference,5716
0,reference,5717
0,reference,5718
0,reference,5719
0,reference,5736
0,reference,5737
0,reference,5738
0,reference,5739
0,reference,5740
0,reference,5741
0,reference,5742
0,reference,5743
0,reference,5744
0,reference,5745
0,reference,5746
0,reference,5747
0,reference,5748
0,reference,5749
0,reference,5750
0,reference,5751
0,reference,5752
0,reference,5753
0,reference,5754
0,reference,5755
0,reference,5756
0,reference,5757
0,reference,5758
0,reference,5759
0,reference,5776
0,reference,5777
0,reference,5778
0,reference,5779
0,reference,5780
0,reference,5781
0,reference,5782
0,reference,5783
0,reference,5784
0,reference,5785
0,reference,5786
0,reference,5787
0,reference,5788
0,reference,5789
0,reference,5790
0,reference,5791
