paired_record_index,candidate,episode_id,outcome,relative_query,action_total_input_rms,action_vision_marginal_rms,action_state_marginal_rms,action_noise_rms,action_input_to_noise_ratio,action_vision_to_noise_ratio,action_state_to_noise_ratio
73,12,100000012,success,-2,0.05431327968835831,0.05229201167821884,0.004861405119299889,0.01290093781426549,4.210025695054528,4.053349642565971,0.3768257152533737
74,12,100000012,success,-1,0.6757717132568359,0.6756770610809326,0.0016635176725685596,0.013071791268885136,51.696947981825524,51.689707032673546,0.12726011595122705
75,12,100000012,success,0,0.41717129945755005,0.1815083920955658,0.19484379887580872,0.016236835159361362,25.692894912284032,11.178803647022121,12.000109440260674
76,12,100000012,success,1,0.250374972820282,0.11306256055831909,0.15645788609981537,0.017858617939054966,14.019840374810729,6.330980423242208,8.760917929581662
77,12,100000012,success,2,0.14142148196697235,0.10884605348110199,0.03599863499403,0.016183185391128063,8.73879143994126,6.725873235115598,2.2244468022819013
85,13,100000013,success,-2,0.15145103633403778,0.14732789993286133,0.0029784124344587326,0.01318113598972559,11.489983598689111,11.177177752183137,0.2259602235179381
86,13,100000013,success,-1,0.5867449045181274,0.5861719846725464,0.0015196171589195728,0.2372303232550621,2.473313261421808,2.470898225107226,0.00640566154473318
87,13,100000013,success,0,0.42043572664260864,0.21246545016765594,0.22612039744853973,0.016641595400869846,25.264147848506923,12.767132300100897,13.587663442215435
88,13,100000013,success,1,0.19448447227478027,0.0986965224146843,0.15395024418830872,0.01714380271732807,11.344301814567977,5.756979594435425,8.979935591110353
89,13,100000013,success,2,0.14363400638103485,0.12505090236663818,0.023504793643951416,0.017301096580922604,8.302017488268097,7.22791770924671,1.3585724774156478
