calibration,alpha,method,scope,tp,fp,failures,successes,recall,fpr,median_failure_q,median_failure_cap_percent,tp_by_cap_50,fp_by_cap_50,tp_by_cap_60,fp_by_cap_60,recall_lo,recall_hi,fpr_lo,fpr_hi
episode,0.01,v82_plus_ac,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,27,47,353,1.0,0.0764872521246459,30.0,57.69230769230769,14,21,35,26,,,,
episode,0.01,v82_plus_ac,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,35,6,394,1.0,0.08883248730964467,23.5,45.19230769230769,6,34,6,35,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,4,3,397,0.6666666666666666,0.010075566750629723,21.5,76.78571428571428,0,1,0,2,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,71.42857142857143,0,0,1,0,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,2,0,2,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,,0,1,0,1,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,85.71428571428571,0,1,0,1,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,75.0,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,64.28571428571429,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4,2,5,395,0.8,0.005063291139240506,15.5,55.35714285714286,0,0,3,0,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,v82_plus_ac,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,19.5,88.63636363636363,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,17.0,77.27272727272727,2,0,3,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_plus_ac,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,all,490,153,564,15436,0.8687943262411347,0.009911894273127754,24.0,65.38461538461539,84,113,164,132,0.829076814058957,0.9258121778965451,0.006341804515504088,0.013604540855182487
episode,0.01,v82_plus_confirmed,libero_goal,87,10,106,3894,0.8207547169811321,0.0025680534155110425,21.0,70.0,22,7,37,10,,,,
episode,0.01,v82_plus_confirmed,libero_long,246,128,274,3726,0.8978102189781022,0.03435319377348363,32.0,61.53846153846154,57,101,115,116,,,,
episode,0.01,v82_plus_confirmed,libero_object,32,11,44,3956,0.7272727272727273,0.002780586450960566,19.0,67.85714285714286,1,4,6,5,,,,
episode,0.01,v82_plus_confirmed,libero_spatial,125,4,140,3860,0.8928571428571429,0.0010362694300518134,18.0,81.81818181818181,4,1,6,1,,,,
episode,0.01,v82_plus_confirmed,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,39,1,51,349,0.7647058823529411,0.0028653295128939827,25.0,83.33333333333333,1,0,3,1,,,,
episode,0.01,v82_plus_confirmed,libero_goal/push_the_plate_to_the_front_of_the_stove,1,4,1,399,1.0,0.010025062656641603,16.0,53.333333333333336,0,2,1,4,,,,
episode,0.01,v82_plus_confirmed,libero_goal/put_the_bowl_on_the_plate,11,0,18,382,0.6111111111111112,0.0,16.0,53.333333333333336,2,0,6,0,,,,
episode,0.01,v82_plus_confirmed,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,18.0,60.0,0,0,7,0,,,,
episode,0.01,v82_plus_confirmed,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,14.0,46.666666666666664,15,0,16,0,,,,
episode,0.01,v82_plus_confirmed,libero_goal/put_the_cream_cheese_in_the_bowl,9,5,9,391,1.0,0.01278772378516624,20.0,66.66666666666667,3,5,3,5,,,,
episode,0.01,v82_plus_confirmed,libero_goal/put_the_wine_bottle_on_the_rack,1,0,1,399,1.0,0.0,22.0,73.33333333333333,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,15.0,50.0,1,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,0,4,396,1.0,0.0,33.5,64.42307692307692,1,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,13,1,399,1.0,0.03258145363408521,19.0,36.53846153846154,1,13,1,13,,,,
episode,0.01,v82_plus_confirmed,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,21,1,399,1.0,0.05263157894736842,41.0,78.84615384615384,0,20,0,20,,,,
episode,0.01,v82_plus_confirmed,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,126,15,151,249,0.8344370860927153,0.060240963855421686,33.0,63.46153846153846,0,1,23,6,,,,
episode,0.01,v82_plus_confirmed,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,30,13,30,370,1.0,0.03513513513513514,14.0,26.923076923076923,24,13,25,13,,,,
episode,0.01,v82_plus_confirmed,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,4,10,390,0.9,0.010256410256410256,10.0,19.23076923076923,8,3,8,4,,,,
episode,0.01,v82_plus_confirmed,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,4,6,4,396,1.0,0.015151515151515152,30.5,58.65384615384615,1,3,2,6,,,,
episode,0.01,v82_plus_confirmed,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,18,5,20,380,0.9,0.013157894736842105,30.0,57.69230769230769,3,4,15,4,,,,
episode,0.01,v82_plus_confirmed,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,24,47,353,1.0,0.0679886685552408,30.0,57.69230769230769,13,18,34,23,,,,
episode,0.01,v82_plus_confirmed,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,27,6,394,1.0,0.06852791878172589,23.5,45.19230769230769,6,26,6,27,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,3,3,397,0.6666666666666666,0.007556675062972292,21.5,76.78571428571428,0,0,0,1,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9,0,10,390,0.9,0.0,20.0,71.42857142857143,0,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,2,0,2,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,1,0,400,,0.0025,,,0,1,0,1,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5,2,7,393,0.7142857142857143,0.005089058524173028,24.0,85.71428571428571,0,1,0,1,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,21.0,75.0,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,18.0,64.28571428571429,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3,2,5,395,0.6,0.005063291139240506,16.0,57.142857142857146,0,0,3,0,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,0,4,396,0.75,0.0,22.0,78.57142857142857,0,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,17.0,60.714285714285715,1,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,12,0,14,386,0.8571428571428571,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,2,24,376,0.7916666666666666,0.005319148936170213,17.0,77.27272727272727,2,1,2,1,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,7,0,8,392,0.875,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,13,1,13,387,1.0,0.002583979328165375,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,12,0,12,388,1.0,0.0,18.0,81.81818181818181,2,0,2,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,39,0,41,359,0.9512195121951219,0.0,19.0,86.36363636363636,0,0,1,0,,,,
episode,0.01,v82_plus_confirmed,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,19,0,21,379,0.9047619047619048,0.0,18.0,81.81818181818181,0,0,0,0,,,,
episode,0.02,ac_only,all,288,227,564,15436,0.5106382978723404,0.014705882352941176,21.5,68.18181818181819,56,206,103,216,0.3932288395100503,0.712552068692341,0.009106648696340357,0.021029897734224163
episode,0.02,ac_only,libero_goal,30,1,106,3894,0.2830188679245283,0.00025680534155110427,19.0,63.333333333333336,1,1,14,1,,,,
episode,0.02,ac_only,libero_long,155,212,274,3726,0.5656934306569343,0.05689747718733226,32.0,61.53846153846154,51,202,74,208,,,,
episode,0.02,ac_only,libero_object,22,11,44,3956,0.5,0.002780586450960566,17.0,60.714285714285715,2,3,9,7,,,,
episode,0.02,ac_only,libero_spatial,81,3,140,3860,0.5785714285714286,0.0007772020725388601,17.0,77.27272727272727,2,0,6,0,,,,
episode,0.02,ac_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,7,1,51,349,0.13725490196078433,0.0028653295128939827,27.0,90.0,1,1,1,1,,,,
episode,0.02,ac_only,libero_goal/push_the_plate_to_the_front_of_the_stove,1,0,1,399,1.0,0.0,17.0,56.666666666666664,0,0,1,0,,,,
episode,0.02,ac_only,libero_goal/put_the_bowl_on_the_plate,5,0,18,382,0.2777777777777778,0.0,17.0,56.666666666666664,0,0,3,0,,,,
episode,0.02,ac_only,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,16.0,53.333333333333336,0,0,7,0,,,,
episode,0.02,ac_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,0,0,16,384,0.0,0.0,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_goal/put_the_cream_cheese_in_the_bowl,7,0,9,391,0.7777777777777778,0.0,20.0,66.66666666666667,0,0,2,0,,,,
episode,0.02,ac_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,29.0,96.66666666666667,0,0,0,0,,,,
episode,0.02,ac_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,13,4,396,1.0,0.03282828282828283,22.5,43.269230769230774,3,13,3,13,,,,
episode,0.02,ac_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,25,1,399,1.0,0.06265664160401002,17.0,32.69230769230769,1,25,1,25,,,,
episode,0.02,ac_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,23,1,399,1.0,0.05764411027568922,51.0,98.07692307692308,0,23,0,23,,,,
episode,0.02,ac_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,49,8,151,249,0.32450331125827814,0.0321285140562249,44.0,84.61538461538461,0,4,2,4,,,,
episode,0.02,ac_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,20,24,30,370,0.6666666666666666,0.06486486486486487,11.0,21.153846153846153,14,24,15,24,,,,
episode,0.02,ac_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,9,10,10,390,0.9,0.02564102564102564,11.0,21.153846153846153,6,10,6,10,,,,
episode,0.02,ac_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,3,12,4,396,0.75,0.030303030303030304,23.0,44.23076923076923,2,11,3,12,,,,
episode,0.02,ac_only,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,15,2,20,380,0.75,0.005263157894736842,44.0,84.61538461538461,1,2,1,2,,,,
episode,0.02,ac_only,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,47,40,47,353,1.0,0.11331444759206799,28.0,53.84615384615385,18,35,37,40,,,,
episode,0.02,ac_only,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,55,6,394,1.0,0.13959390862944163,21.5,41.34615384615385,6,55,6,55,,,,
episode,0.02,ac_only,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,8,3,397,0.0,0.020151133501259445,,,0,1,0,5,,,,
episode,0.02,ac_only,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,4,1,10,390,0.4,0.002564102564102564,17.5,62.5,0,1,2,1,,,,
episode,0.02,ac_only,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,2,2,7,393,0.2857142857142857,0.005089058524173028,21.5,76.78571428571429,0,1,1,1,,,,
episode,0.02,ac_only,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,0,1,399,1.0,0.0,26.0,92.85714285714286,0,0,0,0,,,,
episode,0.02,ac_only,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,0,7,393,0.8571428571428571,0.0,18.5,66.07142857142857,0,0,0,0,,,,
episode,0.02,ac_only,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,5,0,5,395,1.0,0.0,15.0,53.57142857142857,2,0,4,0,,,,
episode,0.02,ac_only,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1,0,4,396,0.25,0.0,23.0,82.14285714285714,0,0,0,0,,,,
episode,0.02,ac_only,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,0,7,393,0.42857142857142855,0.0,16.0,57.142857142857146,0,0,2,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,0,3,397,0.3333333333333333,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,4,0,14,386,0.2857142857142857,0.0,16.0,72.72727272727273,0,0,0,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,0,3,397,0.6666666666666666,0.0,15.5,70.45454545454545,0,0,1,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,19,1,24,376,0.7916666666666666,0.0026595744680851063,17.0,77.27272727272727,1,0,1,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,5,0,8,392,0.625,0.0,14.0,63.63636363636363,0,0,2,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,12,1,13,387,0.9230769230769231,0.002583979328165375,17.0,77.27272727272727,0,0,0,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,11,0,12,388,0.9166666666666666,0.0,18.0,81.81818181818181,1,0,2,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,14,0,41,359,0.34146341463414637,0.0,16.5,75.0,0,0,0,0,,,,
episode,0.02,ac_only,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,13,0,21,379,0.6190476190476191,0.0,19.0,86.36363636363636,0,0,0,0,,,,
episode,0.02,st_gap_only,all,392,317,564,15436,0.6950354609929078,0.020536408395957502,23.0,67.3076923076923,72,263,120,302,0.5817283163265307,0.8218946485957801,0.0139904754785345,0.02749322787185873
episode,0.02,st_gap_only,libero_goal,49,4,106,3894,0.46226415094339623,0.001027221366204417,21.0,70.0,7,3,13,3,,,,
episode,0.02,st_gap_only,libero_long,215,241,274,3726,0.7846715328467153,0.06468062265163714,32.0,61.53846153846154,62,226,99,237,,,,
episode,0.02,st_gap_only,libero_object,21,66,44,3956,0.4772727272727273,0.016683518705763397,19.0,67.85714285714286,3,32,7,59,,,,
episode,0.02,st_gap_only,libero_spatial,107,6,140,3860,0.7642857142857142,0.0015544041450777201,19.0,86.36363636363636,0,2,1,3,,,,
episode,0.02,st_gap_only,libero_goal/open_the_middle_drawer_of_the_cabinet,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.02,st_gap_only,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,11,1,51,349,0.21568627450980393,0.0028653295128939827,28.0,93.33333333333333,1,0,1,0,,,,
episode,0.02,st_gap_only,libero_goal/push_the_plate_to_the_front_of_the_stove,1,3,1,399,1.0,0.007518796992481203,20.0,66.66666666666667,0,3,0,3,,,,
episode,0.02,st_gap_only,libero_goal/put_the_bowl_on_the_plate,5,0,18,382,0.2777777777777778,0.0,23.0,76.66666666666667,0,0,0,0,,,,
episode,0.02,st_gap_only,libero_goal/put_the_bowl_on_the_stove,9,0,9,391,1.0,0.0,15.0,50.0,6,0,7,0,,,,
episode,0.02,st_gap_only,libero_goal/put_the_bowl_on_top_of_the_cabinet,16,0,16,384,1.0,0.0,20.0,66.66666666666667,0,0,4,0,,,,
episode,0.02,st_gap_only,libero_goal/put_the_cream_cheese_in_the_bowl,6,0,9,391,0.6666666666666666,0.0,25.0,83.33333333333333,0,0,0,0,,,,
episode,0.02,st_gap_only,libero_goal/put_the_wine_bottle_on_the_rack,0,0,1,399,0.0,0.0,,,0,0,0,0,,,,
episode,0.02,st_gap_only,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,1,0,1,399,1.0,0.0,18.0,60.0,0,0,1,0,,,,
episode,0.02,st_gap_only,libero_goal/turn_on_the_stove,0,0,0,400,,0.0,,,0,0,0,0,,,,
episode,0.02,st_gap_only,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,4,34,4,396,1.0,0.08585858585858586,23.5,45.19230769230769,2,34,3,34,,,,
episode,0.02,st_gap_only,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,12,1,399,1.0,0.03007518796992481,30.0,57.69230769230769,0,11,1,11,,,,
episode,0.02,st_gap_only,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,35,1,399,1.0,0.08771929824561403,40.0,76.92307692307692,0,34,0,34,,,,
episode,0.02,st_gap_only,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,99,6,151,249,0.6556291390728477,0.024096385542168676,34.0,65.38461538461539,2,2,11,4,,,,
episode,0.02,st_gap_only,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,28,29,30,370,0.9333333333333333,0.07837837837837838,14.5,27.884615384615387,21,29,22,29,,,,
episode,0.02,st_gap_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,8,37,10,390,0.8,0.09487179487179487,11.0,21.153846153846153,8,35,8,37,,,,
episode,0.02,st_gap_only,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,2,5,4,396,0.5,0.012626262626262626,27.0,51.92307692307692,1,4,1,5,,,,
episode,0.02,st_gap_only,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,20,6,20,380,1.0,0.015789473684210527,31.5,60.57692307692308,2,5,10,6,,,,
episode,0.02,st_gap_only,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,46,58,47,353,0.9787234042553191,0.1643059490084986,27.5,52.88461538461539,20,53,37,58,,,,
episode,0.02,st_gap_only,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,6,19,6,394,1.0,0.048223350253807105,25.0,48.07692307692308,6,19,6,19,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1,18,3,397,0.3333333333333333,0.04534005037783375,25.0,89.28571428571429,0,3,0,17,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,6,11,10,390,0.6,0.028205128205128206,19.5,69.64285714285714,2,10,3,11,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_butter_and_place_it_in_the_basket,0,2,0,400,,0.005,,,0,0,0,2,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,0,9,0,400,,0.0225,,,0,2,0,6,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1,6,7,393,0.14285714285714285,0.015267175572519083,16.0,57.142857142857146,0,5,1,6,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1,2,1,399,1.0,0.005012531328320802,23.0,82.14285714285714,0,0,0,2,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_milk_and_place_it_in_the_basket,6,1,7,393,0.8571428571428571,0.002544529262086514,19.0,67.85714285714286,0,0,0,0,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1,7,5,395,0.2,0.017721518987341773,16.0,57.142857142857146,0,4,1,6,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,2,1,4,396,0.5,0.0025252525252525255,23.0,82.14285714285714,0,1,0,1,,,,
episode,0.02,st_gap_only,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,3,9,7,393,0.42857142857142855,0.022900763358778626,15.0,53.57142857142857,1,7,2,8,,,,
episode,0.02,st_gap_only,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1,1,399,0.0,0.002506265664160401,,,0,0,0,1,,,,
episode,0.02,st_gap_only,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,3,0,3,397,1.0,0.0,16.0,72.72727272727273,0,0,0,0,,,,
