candidate,episode_id,evaluation_role,relative_query,query,reject_stale_chunk,layer5_gap,back_chunk_jump,front_action_distance,layer5_gap_ratio,back_chunk_jump_ratio,front_action_distance_ratio,layer5_gap_upper,back_chunk_jump_upper,front_action_distance_upper
4,100000004,healthy_loo,5,38,False,0.48351223091626394,0.020796277577642436,0.025587672623301135,0.699331542638576,0.7277467154702949,0.9021882117257118,0.6913919956934498,0.028576257557140834,0.02836179002423104
4,100000004,healthy_loo,6,39,False,0.5582492702227,0.02318244059126369,0.024508262107175317,0.7821193352991638,0.6968821813557984,0.8232766158519985,0.7137648246596121,0.033265939654479014,0.029769170695820173
7,100000007,healthy_loo,-1,29,False,0.16921731470679657,0.033582043089410846,0.028541925583960424,0.7595352184625843,0.9347143668599601,0.8195063719161914,0.22279061009089,0.03592759914691901,0.034828192387599065
7,100000007,healthy_loo,0,30,False,0.2320047214510083,0.04133548271956295,0.03004483957070677,0.788176420700339,1.0051976898593789,1.019603198125606,0.29435633363005087,0.041121744644424654,0.029467188437560705
7,100000007,healthy_loo,1,31,False,0.2878527572861385,0.04082331550929185,0.025239463086444473,0.6442936692524629,0.9543804571863145,0.8132184672194962,0.4467725992405258,0.042774676704556945,0.03103650999557549
7,100000007,healthy_loo,2,32,False,0.45843302020282345,0.03492302888768532,0.02583913771547871,0.9159870097224737,0.9412807903599821,0.9455791946357542,0.5004798270465863,0.03710160586016996,0.027326254492551712
7,100000007,healthy_loo,3,33,False,0.5331946735791773,0.02792140562341621,0.025445009817891502,0.9311230712611666,0.9558938534460661,0.90958721757149,0.5726360886504378,0.029209734451955658,0.027974238562660566
7,100000007,healthy_loo,4,34,False,0.614559013143957,0.027802339125854232,0.026077519700091804,0.9605548666766814,1.0081810887579115,0.9518044957990416,0.6397958455722601,0.02757673143830438,0.027397979117759555
7,100000007,healthy_loo,5,35,False,0.688797905406592,0.026919441557792075,0.02519436282814275,0.996248018051965,0.942021239274044,0.9243992162409379,0.6913919956934498,0.028576257557140834,0.02725485091884373
7,100000007,healthy_loo,6,36,False,0.706698772916333,0.033265939654479014,0.02716091759742749,0.9901003082539843,1.2145238771713613,0.9073501004933635,0.7137648246596121,0.027390107580227845,0.029934330290655155
8,100000008,healthy_loo,-1,32,False,0.22279061009089,0.030498776750304858,0.02970688757197391,1.061031740593803,0.8488954863247604,0.8170013367033341,0.2099754433040862,0.03592759914691901,0.03636088001011551
8,100000008,healthy_loo,0,33,False,0.29435633363005087,0.041121744644424654,0.027036300007335062,1.2687514796642152,0.9948291864258999,0.8878790172482458,0.2320047214510083,0.04133548271956295,0.030450432414910723
8,100000008,healthy_loo,1,34,False,0.4467725992405258,0.04123803811303197,0.028626559182502086,1.124488255112655,0.9640759741531543,0.9252766961949235,0.39731193030181244,0.042774676704556945,0.03093837692035796
8,100000008,healthy_loo,2,35,False,0.4981914462551346,0.028933029709951742,0.022316354723559164,0.9954276263142197,0.7798322751580005,0.8086866360763825,0.5004798270465863,0.03710160586016996,0.02759580006395868
8,100000008,healthy_loo,3,36,False,0.5565354109081844,0.024144165634553884,0.025805341852113455,0.9718832290500609,0.8265794293428566,0.9183952762234768,0.5726360886504378,0.029209734451955658,0.02809829549453621
8,100000008,healthy_loo,4,37,False,0.6198624061493787,0.026704577549537003,0.02671294386762867,0.9688440624289267,0.9605154957880365,0.9930739583911652,0.6397958455722601,0.027802339125854232,0.026899249186742465
8,100000008,healthy_loo,5,38,False,0.6840745035560623,0.028424352526352052,0.02280369764526835,0.989416290349083,0.9946842223658912,0.836663155051433,0.6913919956934498,0.028576257557140834,0.027255529907811608
8,100000008,healthy_loo,6,39,False,0.7137648246596121,0.025147826540470552,0.024860383207851163,1.0099986755518475,0.7559632104690776,0.8299767935389206,0.706698772916333,0.033265939654479014,0.02995310640174588
10,100000010,healthy_loo,-1,31,False,0.1786772508388968,0.03585510727498819,0.02787938077254651,0.8019963263532667,0.9979822789818384,0.8087838361893174,0.22279061009089,0.03592759914691901,0.03447074425213983
10,100000010,healthy_loo,0,32,False,0.19351724267061926,0.038388389168793544,0.029460034423750586,0.6574251020323997,0.928703057110432,0.9686735725417377,0.29435633363005087,0.04133548271956295,0.03041275746426047
10,100000010,healthy_loo,1,33,False,0.25371652572809805,0.0361140377991005,0.0287955512648838,0.5678873909442832,0.8442854647047079,0.9490331889050798,0.4467725992405258,0.042774676704556945,0.03034198550854249
10,100000010,healthy_loo,2,34,False,0.43691128731057055,0.036858260096635835,0.027205972859862274,0.8729848111738205,0.9934410988987578,1.0402445004808876,0.5004798270465863,0.03710160586016996,0.02615344070291687
10,100000010,healthy_loo,3,35,False,0.4691314405112631,0.029209734451955658,0.02514668672398617,0.8192488210390133,1.046141259717204,0.9064228460043476,0.5726360886504378,0.02792140562341621,0.027742776823021023
10,100000010,healthy_loo,4,36,False,0.5206395426593472,0.023465051539573772,0.020637153840069956,0.8137588673988113,0.8439955873264244,0.7485964943319043,0.6397958455722601,0.027802339125854232,0.027567793860012502
10,100000010,healthy_loo,5,37,False,0.5850580538079942,0.027310541676653078,0.024677980825916657,0.8462031054050531,0.9557074302694522,0.8662325645387975,0.6913919956934498,0.028576257557140834,0.028488862963788244
10,100000010,healthy_loo,6,38,False,0.5900137669879126,0.026891353307643476,0.02358239914131878,0.8266220841987902,0.808374980143474,0.7618831511544604,0.7137648246596121,0.033265939654479014,0.03095277682094036
12,100000012,healthy_loo,-1,35,False,0.19635231970758535,0.03462106485554116,0.029683540607156868,0.881331217807973,0.9636342443580761,0.8557646346436784,0.22279061009089,0.03592759914691901,0.034686570822731466
12,100000012,healthy_loo,0,36,False,0.22011683652246994,0.0390655390690416,0.02598872056652232,0.7477903865969275,0.9450848641124724,0.8390096967140404,0.29435633363005087,0.04133548271956295,0.030975471044382998
12,100000012,healthy_loo,1,37,False,0.38847006765999736,0.042774676704556945,0.030428647612240366,0.8695028932400115,1.03726265025783,1.0452368710995072,0.4467725992405258,0.04123803811303197,0.029111724292917276
12,100000012,healthy_loo,2,38,False,0.4696055686281664,0.03710160586016996,0.024564468669948922,0.9383106835681789,1.0066022043063376,0.8706942062525236,0.5004798270465863,0.036858260096635835,0.028212509619967078
12,100000012,healthy_loo,3,39,False,0.5505678775932894,0.02757160476766845,0.027421016065724543,0.9614620672805346,0.9439183643733011,1.0011281556923637,0.5726360886504378,0.029209734451955658,0.02739011575072586
12,100000012,healthy_loo,4,40,False,0.5918070385937311,0.02757673143830438,0.026506194920819605,0.9249935626956035,0.9918852983366405,0.9754782309051415,0.6397958455722601,0.027802339125854232,0.02717251301059239
12,100000012,healthy_loo,5,41,False,0.6059387486487621,0.028576257557140834,0.027626729272988496,0.8764040550411925,1.0053441861392605,1.0167969997612094,0.6913919956934498,0.028424352526352052,0.0271703489285241
12,100000012,healthy_loo,6,42,False,0.6063670565008339,0.02567174830525858,0.02968336128202722,0.8495333974884581,0.7717127059058458,1.088008587983851,0.7137648246596121,0.033265939654479014,0.027282285829225275
13,100000013,healthy_loo,-1,32,False,0.2099754433040862,0.03592759914691901,0.0290538782032307,0.9424788738556994,1.0020218004474188,0.8278821875185675,0.22279061009089,0.03585510727498819,0.03509421828523046
13,100000013,healthy_loo,0,33,False,0.20945477281611596,0.04008373812293527,0.02743214220036424,0.7115687650851101,0.9697174312655295,0.9050275727047128,0.29435633363005087,0.04133548271956295,0.030310835854848193
13,100000013,healthy_loo,1,34,False,0.39731193030181244,0.04070967245378894,0.028976620126866456,0.8892934145406586,0.9517236736812551,0.948840834572464,0.4467725992405258,0.042774676704556945,0.03053896825585396
13,100000013,healthy_loo,2,35,False,0.5004798270465863,0.03430146303984447,0.02499853317502943,1.0045933763187893,0.9245277190728947,0.9123548973588456,0.4981914462551346,0.03710160586016996,0.027400009850768695
13,100000013,healthy_loo,3,36,False,0.5726360886504378,0.02692833523235435,0.026064102264131025,1.0289301946051905,0.9218959274226279,0.9378663455367651,0.5565354109081844,0.029209734451955658,0.027790849291232288
13,100000013,healthy_loo,4,37,False,0.6397958455722601,0.02668941983048631,0.026646967582324654,1.0321578453946079,0.9599702999690057,0.9924230581249192,0.6198624061493787,0.027802339125854232,0.026850411590266098
13,100000013,healthy_loo,5,38,False,0.6913919956934498,0.027076134200990466,0.02596658883881739,1.0037661123335246,0.947504555026118,0.9001762368722014,0.688797905406592,0.028576257557140834,0.028846116766025987
13,100000013,healthy_loo,6,39,False,0.6806373801642305,0.027390107580227845,0.025971128650190963,0.9535877317698027,0.8233679212046539,0.8544266188612635,0.7137648246596121,0.033265939654479014,0.030395973249059082
