benchmark,suite,registry,registry_index,classification_id,task_name,base_task,category,difficulty,base_task_fold,horizon_steps,variant_id,main_id,init_index,policy_seed_index,noise_seed,screen,screen_variant_inclusion_probability,status
pro,libero_spatial,libero_spatial_object,2,,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,Object,,0,220,3cc4d0148c047dfda9359599,3bc73aad7296243af204e94d,9,1,975711094,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,3a59a264322db2464f9d00cb,0,0,2376104581,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,13557becfedc2d810a21a265,0,1,2079148746,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,da8dc62bb33da58b62e0a727,1,0,184523069,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,c703f34dd0d3526588bf09fe,1,1,25379639,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,ffe83699a6b6ceb17ca0f102,2,0,3223499334,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,ee698503866ce68aa96ff708,2,1,1125494987,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,ac3ea83e0d67d6d97878ba87,3,0,1619691642,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,c1cf85c08c8422041b3bf1ef,3,1,2100364690,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,97163302dc80d681d56a324a,4,0,1055719438,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,52d7d2b0d9dab151d1a8cab7,4,1,169215508,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,228e041017870d13b5882463,5,0,3641420322,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,1499981f0fe6e32aa0d77eeb,5,1,4109704394,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,388956a98030401ed55cbe60,6,0,745960100,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,239dd4e995e83bdd291510af,6,1,402321778,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,0d2158b31320ad91c864b00a,7,0,2497207133,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,97e44af01abba8082d467445,7,1,3927018773,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,ee69ace5fd76ff0e60144e50,8,0,684289705,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,3b99413cdde908b0e5399c00,8,1,3050366868,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,f8c1b9de80a7e494434b321e,9,0,4235966270,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,3,,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,Object,,0,220,26433a4713409c1ce0ef023c,d5eb81e8874ce314f6bc26e6,9,1,705937952,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,4,,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,Object,,2,220,041a01d10944bc6189eabd0f,417c2ef6f87bc3605c022e56,0,0,392578981,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,4,,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,Object,,2,220,041a01d10944bc6189eabd0f,572892c27d1e113e1b281696,0,1,3169007560,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,4,,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,Object,,2,220,041a01d10944bc6189eabd0f,eae2b47e69bff92c6ffc7300,1,0,3782246547,1,1.0,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,4,,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,Object,,2,220,041a01d10944bc6189eabd0f,50bbd3341a95fb7918ff58a4,1,1,1852196104,0,,planned_pending_preflight
pro,libero_spatial,libero_spatial_object,4,,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,Object,,2,220,041a01d10944bc6189eabd0f,107f2534734e845389695b44,2,0,628299143,1,1.0,planned_pending_preflight
