fold,suite,seed,method,view,scope,task,origin,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,full,unseen,libero_goal/put_the_bowl_on_the_stove,round3_v7,400,9,0.9971582836032964,0.9002525252525253,0.9971582836032964,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_v7,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_v7,80,1,0.6329113924050633,0.03333333333333333,0.6329113924050633,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_v7,80,3,0.19047619047619047,0.02986497135433306,0.19047619047619047,0.13333333333333333,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_v7,80,8,0.9965277777777778,0.9704861111111112,0.9965277777777778,0.9285714285714286,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round3_v7,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_v7,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,seen,libero_goal/turn_on_the_stove,round3_v7,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_v7,400,51,0.5487948761166358,0.29787046637363745,0.5487948761166358,0.5974999999999999,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round3_v7,400,18,0.639325189063409,0.08039350737380777,0.639325189063409,0.5335034013605442,1.0,1
libero_goal_20260907,libero_goal,20260907,v7_success_fusion_constant,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round3_v7,400,9,0.5436203466894004,0.027909478088441696,0.5436203466894004,0.3904761904761904,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_followup,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_followup,80,3,0.9696969696969697,0.4444444444444445,0.9696969696969697,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_followup,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,full,seen,libero_goal/turn_on_the_stove,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_followup,400,51,0.6778470700601157,0.2650141693721263,0.6778470700601157,0.5601984126984128,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,full,unseen,libero_goal/put_the_bowl_on_the_plate,round3_followup,400,18,0.997673065735893,0.9377976533507224,0.997673065735893,0.9761904761904763,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,full,unseen,libero_goal/put_the_bowl_on_the_stove,round3_followup,400,9,0.9971582836032964,0.9002525252525253,0.9971582836032964,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_followup,80,1,0.8354430379746836,0.07142857142857142,0.8354430379746836,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_followup,80,3,0.2813852813852814,0.033646160330194165,0.2813852813852814,0.2,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_followup,80,8,0.9965277777777778,0.9704861111111112,0.9965277777777778,0.9285714285714286,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,seen,libero_goal/turn_on_the_stove,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_followup,400,51,0.5487948761166358,0.29787046637363745,0.5487948761166358,0.5974999999999999,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round3_followup,400,18,0.639325189063409,0.08039350737380777,0.639325189063409,0.5335034013605442,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__current,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round3_followup,400,9,0.5436203466894004,0.027909478088441696,0.5436203466894004,0.3904761904761904,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_followup,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_followup,80,3,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_followup,80,8,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,seen,libero_goal/turn_on_the_stove,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_followup,400,51,0.9969661216922299,0.9451520192076261,0.9969661216922299,0.9875,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,unseen,libero_goal/put_the_bowl_on_the_plate,round3_followup,400,18,0.9994182664339732,0.9872494075602951,0.9994182664339732,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,full,unseen,libero_goal/put_the_bowl_on_the_stove,round3_followup,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/open_the_middle_drawer_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round3_followup,80,1,0.8481012658227848,0.07692307692307693,0.8481012658227848,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round3_followup,80,3,0.1774891774891775,0.030078725038402455,0.1774891774891775,0.4666666666666667,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round3_followup,80,8,0.9756944444444444,0.9204545454545454,0.9756944444444444,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,seen,libero_goal/turn_on_the_stove,round3_followup,80,0,,,,,1.0,0
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,unseen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round3_followup,400,51,0.5926737457160515,0.2765630165079746,0.5926737457160515,0.6672222222222222,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,unseen,libero_goal/put_the_bowl_on_the_plate,round3_followup,400,18,0.4757126236183828,0.05389861275215889,0.4757126236183828,0.5209183673469387,1.0,1
libero_goal_20260907,libero_goal,20260907,success_only__cumsum,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round3_followup,400,9,0.5512929809605002,0.026102239050923695,0.5512929809605002,0.4603174603174603,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,full,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.72,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,0.8700980392156863,0.6156348375977532,0.8700980392156863,0.7333333333333334,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.5822784810126582,0.029411764705882353,0.5822784810126582,0.42857142857142855,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,0.5,0.0125,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,0.7103718199608611,0.23267570442811272,0.7103718199608611,0.42857142857142855,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,0.4430379746835443,0.022222222222222223,0.4430379746835443,0.8571428571428571,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.6342710997442456,0.03211521636193191,0.6342710997442456,0.5428571428571428,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius,common_horizon,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,1.0,0.9999999999999998,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,full,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.72,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,0.8884803921568627,0.7067262365319088,0.8884803921568627,0.7944444444444444,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.8987341772151899,0.1111111111111111,0.8987341772151899,0.5714285714285714,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,0.5,0.0125,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,0.5,0.0875,0.5,0.5,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,0.7215189873417721,0.043478260869565216,0.7215189873417721,0.7142857142857143,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.5,0.0225,0.5,0.5,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_radius_outward,common_horizon,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,full,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.72,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,0.7683823529411765,0.43120648147202045,0.7683823529411765,0.561111111111111,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.21518987341772153,0.015873015873015872,0.21518987341772153,0.2857142857142857,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,0.5,0.0125,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,0.5655577299412916,0.15692434993840446,0.5655577299412916,0.42857142857142855,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,0.8987341772151899,0.1111111111111111,0.8987341772151899,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.3262290423415743,0.017213518320285184,0.3262290423415743,0.41269841269841273,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k1,common_horizon,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,full,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.72,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,0.7806372549019608,0.5384865764559239,0.7806372549019608,0.75,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.10126582278481013,0.013888888888888888,0.10126582278481013,0.2857142857142857,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,0.5,0.0125,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,0.5636007827788649,0.2021535228056967,0.5636007827788649,0.5714285714285714,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,0.7848101265822784,0.05555555555555555,0.7848101265822784,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,0.46604148905939186,0.022254445670007002,0.46604148905939186,0.6825396825396824,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k5,common_horizon,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,0.9987745098039216,0.9935897435897435,0.9987745098039216,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,unseen,libero_goal/put_the_bowl_on_the_stove,round5,400,9,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,full,unseen,libero_goal/turn_on_the_stove,round5,400,0,,,,,0.72,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,round5,80,12,0.7720588235294118,0.5209542376382077,0.7720588235294118,0.7277777777777777,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/push_the_plate_to_the_front_of_the_stove,round5,80,1,0.0,0.0125,0.0,0.0,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_bowl_on_the_plate,round5,80,1,0.5,0.0125,0.5,0.5,0.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_bowl_on_top_of_the_cabinet,round5,80,7,0.5499021526418787,0.3051407388524207,0.5499021526418787,0.5714285714285714,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_cream_cheese_in_the_bowl,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_wine_bottle_on_the_rack,round5,80,0,,,,,1.0,0
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,seen,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,round5,80,1,0.6582278481012658,0.03571428571428571,0.6582278481012658,0.8571428571428571,1.0,1
libero_goal_20260908,libero_goal,20260908,dyn_success_knn_k20,common_horizon,unseen,libero_goal/open_the_middle_drawer_of_the_cabinet,round5,400,0,,,,,1.0,0
