global_row,task,episode,init_state_id,noise_seed,failure,length,fold,variant,threshold,first_alarm_query,original_first_alarm_query
2027,libero_goal/push_the_plate_to_the_front_of_the_stove,27,3,1011,False,19,libero_goal_20260909,original,2.4570610523223877,8,8
2028,libero_goal/push_the_plate_to_the_front_of_the_stove,28,3,1012,False,20,libero_goal_20260909,original,2.4570610523223877,8,8
2029,libero_goal/push_the_plate_to_the_front_of_the_stove,29,3,1013,False,20,libero_goal_20260909,original,2.4570610523223877,8,8
2030,libero_goal/push_the_plate_to_the_front_of_the_stove,30,3,1014,False,20,libero_goal_20260909,original,2.4570610523223877,8,8
2031,libero_goal/push_the_plate_to_the_front_of_the_stove,31,3,1015,False,19,libero_goal_20260909,original,2.4570610523223877,8,8
2032,libero_goal/push_the_plate_to_the_front_of_the_stove,32,4,1008,False,13,libero_goal_20260909,original,2.4570610523223877,-1,-1
2033,libero_goal/push_the_plate_to_the_front_of_the_stove,33,4,1009,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2034,libero_goal/push_the_plate_to_the_front_of_the_stove,34,4,1010,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2035,libero_goal/push_the_plate_to_the_front_of_the_stove,35,4,1011,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2036,libero_goal/push_the_plate_to_the_front_of_the_stove,36,4,1012,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2037,libero_goal/push_the_plate_to_the_front_of_the_stove,37,4,1013,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2038,libero_goal/push_the_plate_to_the_front_of_the_stove,38,4,1014,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2039,libero_goal/push_the_plate_to_the_front_of_the_stove,39,4,1015,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2040,libero_goal/push_the_plate_to_the_front_of_the_stove,40,5,1008,False,21,libero_goal_20260909,original,2.4570610523223877,-1,-1
2041,libero_goal/push_the_plate_to_the_front_of_the_stove,41,5,1009,False,15,libero_goal_20260909,original,2.4570610523223877,10,10
2042,libero_goal/push_the_plate_to_the_front_of_the_stove,42,5,1010,False,21,libero_goal_20260909,original,2.4570610523223877,-1,-1
2043,libero_goal/push_the_plate_to_the_front_of_the_stove,43,5,1011,False,14,libero_goal_20260909,original,2.4570610523223877,-1,-1
2044,libero_goal/push_the_plate_to_the_front_of_the_stove,44,5,1012,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2045,libero_goal/push_the_plate_to_the_front_of_the_stove,45,5,1013,False,21,libero_goal_20260909,original,2.4570610523223877,-1,-1
2046,libero_goal/push_the_plate_to_the_front_of_the_stove,46,5,1014,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2047,libero_goal/push_the_plate_to_the_front_of_the_stove,47,5,1015,False,20,libero_goal_20260909,original,2.4570610523223877,-1,-1
2048,libero_goal/push_the_plate_to_the_front_of_the_stove,48,6,1008,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2049,libero_goal/push_the_plate_to_the_front_of_the_stove,49,6,1009,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2050,libero_goal/push_the_plate_to_the_front_of_the_stove,50,6,1010,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2051,libero_goal/push_the_plate_to_the_front_of_the_stove,51,6,1011,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2052,libero_goal/push_the_plate_to_the_front_of_the_stove,52,6,1012,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2053,libero_goal/push_the_plate_to_the_front_of_the_stove,53,6,1013,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2054,libero_goal/push_the_plate_to_the_front_of_the_stove,54,6,1014,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2055,libero_goal/push_the_plate_to_the_front_of_the_stove,55,6,1015,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2056,libero_goal/push_the_plate_to_the_front_of_the_stove,56,7,1008,False,14,libero_goal_20260909,original,2.4570610523223877,8,8
2057,libero_goal/push_the_plate_to_the_front_of_the_stove,57,7,1009,False,14,libero_goal_20260909,original,2.4570610523223877,8,8
2058,libero_goal/push_the_plate_to_the_front_of_the_stove,58,7,1010,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2059,libero_goal/push_the_plate_to_the_front_of_the_stove,59,7,1011,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2060,libero_goal/push_the_plate_to_the_front_of_the_stove,60,7,1012,False,14,libero_goal_20260909,original,2.4570610523223877,8,8
2061,libero_goal/push_the_plate_to_the_front_of_the_stove,61,7,1013,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2062,libero_goal/push_the_plate_to_the_front_of_the_stove,62,7,1014,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2063,libero_goal/push_the_plate_to_the_front_of_the_stove,63,7,1015,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2064,libero_goal/push_the_plate_to_the_front_of_the_stove,64,8,1008,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2065,libero_goal/push_the_plate_to_the_front_of_the_stove,65,8,1009,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2066,libero_goal/push_the_plate_to_the_front_of_the_stove,66,8,1010,False,20,libero_goal_20260909,original,2.4570610523223877,18,18
2067,libero_goal/push_the_plate_to_the_front_of_the_stove,67,8,1011,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2068,libero_goal/push_the_plate_to_the_front_of_the_stove,68,8,1012,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2069,libero_goal/push_the_plate_to_the_front_of_the_stove,69,8,1013,False,15,libero_goal_20260909,original,2.4570610523223877,9,9
2070,libero_goal/push_the_plate_to_the_front_of_the_stove,70,8,1014,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2071,libero_goal/push_the_plate_to_the_front_of_the_stove,71,8,1015,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2072,libero_goal/push_the_plate_to_the_front_of_the_stove,72,9,1008,False,15,libero_goal_20260909,original,2.4570610523223877,9,9
2073,libero_goal/push_the_plate_to_the_front_of_the_stove,73,9,1009,False,16,libero_goal_20260909,original,2.4570610523223877,9,9
2074,libero_goal/push_the_plate_to_the_front_of_the_stove,74,9,1010,False,15,libero_goal_20260909,original,2.4570610523223877,10,10
2075,libero_goal/push_the_plate_to_the_front_of_the_stove,75,9,1011,False,15,libero_goal_20260909,original,2.4570610523223877,10,10
2076,libero_goal/push_the_plate_to_the_front_of_the_stove,76,9,1012,False,21,libero_goal_20260909,original,2.4570610523223877,19,19
2077,libero_goal/push_the_plate_to_the_front_of_the_stove,77,9,1013,True,30,libero_goal_20260909,original,2.4570610523223877,9,9
2078,libero_goal/push_the_plate_to_the_front_of_the_stove,78,9,1014,False,20,libero_goal_20260909,original,2.4570610523223877,11,11
2079,libero_goal/push_the_plate_to_the_front_of_the_stove,79,9,1015,False,22,libero_goal_20260909,original,2.4570610523223877,20,20
2080,libero_goal/push_the_plate_to_the_front_of_the_stove,80,10,1008,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2081,libero_goal/push_the_plate_to_the_front_of_the_stove,81,10,1009,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2082,libero_goal/push_the_plate_to_the_front_of_the_stove,82,10,1010,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2083,libero_goal/push_the_plate_to_the_front_of_the_stove,83,10,1011,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2084,libero_goal/push_the_plate_to_the_front_of_the_stove,84,10,1012,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2085,libero_goal/push_the_plate_to_the_front_of_the_stove,85,10,1013,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2086,libero_goal/push_the_plate_to_the_front_of_the_stove,86,10,1014,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2087,libero_goal/push_the_plate_to_the_front_of_the_stove,87,10,1015,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2088,libero_goal/push_the_plate_to_the_front_of_the_stove,88,11,1008,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2089,libero_goal/push_the_plate_to_the_front_of_the_stove,89,11,1009,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2090,libero_goal/push_the_plate_to_the_front_of_the_stove,90,11,1010,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2091,libero_goal/push_the_plate_to_the_front_of_the_stove,91,11,1011,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2092,libero_goal/push_the_plate_to_the_front_of_the_stove,92,11,1012,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2093,libero_goal/push_the_plate_to_the_front_of_the_stove,93,11,1013,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2094,libero_goal/push_the_plate_to_the_front_of_the_stove,94,11,1014,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2095,libero_goal/push_the_plate_to_the_front_of_the_stove,95,11,1015,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2096,libero_goal/push_the_plate_to_the_front_of_the_stove,96,12,1008,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2097,libero_goal/push_the_plate_to_the_front_of_the_stove,97,12,1009,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2098,libero_goal/push_the_plate_to_the_front_of_the_stove,98,12,1010,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2099,libero_goal/push_the_plate_to_the_front_of_the_stove,99,12,1011,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2100,libero_goal/push_the_plate_to_the_front_of_the_stove,100,12,1012,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2101,libero_goal/push_the_plate_to_the_front_of_the_stove,101,12,1013,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2102,libero_goal/push_the_plate_to_the_front_of_the_stove,102,12,1014,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2103,libero_goal/push_the_plate_to_the_front_of_the_stove,103,12,1015,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2104,libero_goal/push_the_plate_to_the_front_of_the_stove,104,13,1008,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2105,libero_goal/push_the_plate_to_the_front_of_the_stove,105,13,1009,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2106,libero_goal/push_the_plate_to_the_front_of_the_stove,106,13,1010,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2107,libero_goal/push_the_plate_to_the_front_of_the_stove,107,13,1011,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2108,libero_goal/push_the_plate_to_the_front_of_the_stove,108,13,1012,False,15,libero_goal_20260909,original,2.4570610523223877,9,9
2109,libero_goal/push_the_plate_to_the_front_of_the_stove,109,13,1013,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2110,libero_goal/push_the_plate_to_the_front_of_the_stove,110,13,1014,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2111,libero_goal/push_the_plate_to_the_front_of_the_stove,111,13,1015,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2112,libero_goal/push_the_plate_to_the_front_of_the_stove,112,14,1008,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2113,libero_goal/push_the_plate_to_the_front_of_the_stove,113,14,1009,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2114,libero_goal/push_the_plate_to_the_front_of_the_stove,114,14,1010,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2115,libero_goal/push_the_plate_to_the_front_of_the_stove,115,14,1011,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2116,libero_goal/push_the_plate_to_the_front_of_the_stove,116,14,1012,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2117,libero_goal/push_the_plate_to_the_front_of_the_stove,117,14,1013,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2118,libero_goal/push_the_plate_to_the_front_of_the_stove,118,14,1014,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2119,libero_goal/push_the_plate_to_the_front_of_the_stove,119,14,1015,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2120,libero_goal/push_the_plate_to_the_front_of_the_stove,120,15,1008,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2121,libero_goal/push_the_plate_to_the_front_of_the_stove,121,15,1009,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2122,libero_goal/push_the_plate_to_the_front_of_the_stove,122,15,1010,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2123,libero_goal/push_the_plate_to_the_front_of_the_stove,123,15,1011,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2124,libero_goal/push_the_plate_to_the_front_of_the_stove,124,15,1012,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2125,libero_goal/push_the_plate_to_the_front_of_the_stove,125,15,1013,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2126,libero_goal/push_the_plate_to_the_front_of_the_stove,126,15,1014,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2127,libero_goal/push_the_plate_to_the_front_of_the_stove,127,15,1015,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2128,libero_goal/push_the_plate_to_the_front_of_the_stove,128,16,1008,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2129,libero_goal/push_the_plate_to_the_front_of_the_stove,129,16,1009,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2130,libero_goal/push_the_plate_to_the_front_of_the_stove,130,16,1010,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2131,libero_goal/push_the_plate_to_the_front_of_the_stove,131,16,1011,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2132,libero_goal/push_the_plate_to_the_front_of_the_stove,132,16,1012,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2133,libero_goal/push_the_plate_to_the_front_of_the_stove,133,16,1013,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2134,libero_goal/push_the_plate_to_the_front_of_the_stove,134,16,1014,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2135,libero_goal/push_the_plate_to_the_front_of_the_stove,135,16,1015,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2136,libero_goal/push_the_plate_to_the_front_of_the_stove,136,17,1008,False,12,libero_goal_20260909,original,2.4570610523223877,11,11
2137,libero_goal/push_the_plate_to_the_front_of_the_stove,137,17,1009,False,12,libero_goal_20260909,original,2.4570610523223877,11,11
2138,libero_goal/push_the_plate_to_the_front_of_the_stove,138,17,1010,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2139,libero_goal/push_the_plate_to_the_front_of_the_stove,139,17,1011,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2140,libero_goal/push_the_plate_to_the_front_of_the_stove,140,17,1012,False,12,libero_goal_20260909,original,2.4570610523223877,11,11
2141,libero_goal/push_the_plate_to_the_front_of_the_stove,141,17,1013,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2142,libero_goal/push_the_plate_to_the_front_of_the_stove,142,17,1014,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2143,libero_goal/push_the_plate_to_the_front_of_the_stove,143,17,1015,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2144,libero_goal/push_the_plate_to_the_front_of_the_stove,144,18,1008,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2145,libero_goal/push_the_plate_to_the_front_of_the_stove,145,18,1009,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2146,libero_goal/push_the_plate_to_the_front_of_the_stove,146,18,1010,False,15,libero_goal_20260909,original,2.4570610523223877,11,11
2147,libero_goal/push_the_plate_to_the_front_of_the_stove,147,18,1011,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2148,libero_goal/push_the_plate_to_the_front_of_the_stove,148,18,1012,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2149,libero_goal/push_the_plate_to_the_front_of_the_stove,149,18,1013,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2150,libero_goal/push_the_plate_to_the_front_of_the_stove,150,18,1014,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2151,libero_goal/push_the_plate_to_the_front_of_the_stove,151,18,1015,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2152,libero_goal/push_the_plate_to_the_front_of_the_stove,152,19,1008,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2153,libero_goal/push_the_plate_to_the_front_of_the_stove,153,19,1009,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2154,libero_goal/push_the_plate_to_the_front_of_the_stove,154,19,1010,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2155,libero_goal/push_the_plate_to_the_front_of_the_stove,155,19,1011,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2156,libero_goal/push_the_plate_to_the_front_of_the_stove,156,19,1012,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2157,libero_goal/push_the_plate_to_the_front_of_the_stove,157,19,1013,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2158,libero_goal/push_the_plate_to_the_front_of_the_stove,158,19,1014,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2159,libero_goal/push_the_plate_to_the_front_of_the_stove,159,19,1015,False,14,libero_goal_20260909,original,2.4570610523223877,9,9
2160,libero_goal/push_the_plate_to_the_front_of_the_stove,160,20,1008,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2161,libero_goal/push_the_plate_to_the_front_of_the_stove,161,20,1009,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2162,libero_goal/push_the_plate_to_the_front_of_the_stove,162,20,1010,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2163,libero_goal/push_the_plate_to_the_front_of_the_stove,163,20,1011,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2164,libero_goal/push_the_plate_to_the_front_of_the_stove,164,20,1012,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2165,libero_goal/push_the_plate_to_the_front_of_the_stove,165,20,1013,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2166,libero_goal/push_the_plate_to_the_front_of_the_stove,166,20,1014,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2167,libero_goal/push_the_plate_to_the_front_of_the_stove,167,20,1015,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2168,libero_goal/push_the_plate_to_the_front_of_the_stove,168,21,1008,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2169,libero_goal/push_the_plate_to_the_front_of_the_stove,169,21,1009,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2170,libero_goal/push_the_plate_to_the_front_of_the_stove,170,21,1010,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2171,libero_goal/push_the_plate_to_the_front_of_the_stove,171,21,1011,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2172,libero_goal/push_the_plate_to_the_front_of_the_stove,172,21,1012,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2173,libero_goal/push_the_plate_to_the_front_of_the_stove,173,21,1013,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2174,libero_goal/push_the_plate_to_the_front_of_the_stove,174,21,1014,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2175,libero_goal/push_the_plate_to_the_front_of_the_stove,175,21,1015,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2176,libero_goal/push_the_plate_to_the_front_of_the_stove,176,22,1008,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2177,libero_goal/push_the_plate_to_the_front_of_the_stove,177,22,1009,False,13,libero_goal_20260909,original,2.4570610523223877,-1,-1
2178,libero_goal/push_the_plate_to_the_front_of_the_stove,178,22,1010,False,15,libero_goal_20260909,original,2.4570610523223877,10,10
2179,libero_goal/push_the_plate_to_the_front_of_the_stove,179,22,1011,False,20,libero_goal_20260909,original,2.4570610523223877,-1,-1
2180,libero_goal/push_the_plate_to_the_front_of_the_stove,180,22,1012,False,15,libero_goal_20260909,original,2.4570610523223877,10,10
2181,libero_goal/push_the_plate_to_the_front_of_the_stove,181,22,1013,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2182,libero_goal/push_the_plate_to_the_front_of_the_stove,182,22,1014,False,17,libero_goal_20260909,original,2.4570610523223877,10,10
2183,libero_goal/push_the_plate_to_the_front_of_the_stove,183,22,1015,False,14,libero_goal_20260909,original,2.4570610523223877,11,11
2184,libero_goal/push_the_plate_to_the_front_of_the_stove,184,23,1008,False,22,libero_goal_20260909,original,2.4570610523223877,10,10
2185,libero_goal/push_the_plate_to_the_front_of_the_stove,185,23,1009,False,23,libero_goal_20260909,original,2.4570610523223877,10,10
2186,libero_goal/push_the_plate_to_the_front_of_the_stove,186,23,1010,False,17,libero_goal_20260909,original,2.4570610523223877,10,10
2187,libero_goal/push_the_plate_to_the_front_of_the_stove,187,23,1011,False,16,libero_goal_20260909,original,2.4570610523223877,10,10
2188,libero_goal/push_the_plate_to_the_front_of_the_stove,188,23,1012,False,23,libero_goal_20260909,original,2.4570610523223877,10,10
2189,libero_goal/push_the_plate_to_the_front_of_the_stove,189,23,1013,False,23,libero_goal_20260909,original,2.4570610523223877,11,11
2190,libero_goal/push_the_plate_to_the_front_of_the_stove,190,23,1014,False,16,libero_goal_20260909,original,2.4570610523223877,10,10
2191,libero_goal/push_the_plate_to_the_front_of_the_stove,191,23,1015,False,22,libero_goal_20260909,original,2.4570610523223877,10,10
2192,libero_goal/push_the_plate_to_the_front_of_the_stove,192,24,1008,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2193,libero_goal/push_the_plate_to_the_front_of_the_stove,193,24,1009,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2194,libero_goal/push_the_plate_to_the_front_of_the_stove,194,24,1010,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2195,libero_goal/push_the_plate_to_the_front_of_the_stove,195,24,1011,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2196,libero_goal/push_the_plate_to_the_front_of_the_stove,196,24,1012,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2197,libero_goal/push_the_plate_to_the_front_of_the_stove,197,24,1013,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2198,libero_goal/push_the_plate_to_the_front_of_the_stove,198,24,1014,False,12,libero_goal_20260909,original,2.4570610523223877,8,8
2199,libero_goal/push_the_plate_to_the_front_of_the_stove,199,24,1015,False,13,libero_goal_20260909,original,2.4570610523223877,8,8
2200,libero_goal/push_the_plate_to_the_front_of_the_stove,200,25,1008,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2201,libero_goal/push_the_plate_to_the_front_of_the_stove,201,25,1009,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2202,libero_goal/push_the_plate_to_the_front_of_the_stove,202,25,1010,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2203,libero_goal/push_the_plate_to_the_front_of_the_stove,203,25,1011,False,13,libero_goal_20260909,original,2.4570610523223877,10,10
2204,libero_goal/push_the_plate_to_the_front_of_the_stove,204,25,1012,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2205,libero_goal/push_the_plate_to_the_front_of_the_stove,205,25,1013,False,13,libero_goal_20260909,original,2.4570610523223877,9,9
2206,libero_goal/push_the_plate_to_the_front_of_the_stove,206,25,1014,False,12,libero_goal_20260909,original,2.4570610523223877,10,10
2207,libero_goal/push_the_plate_to_the_front_of_the_stove,207,25,1015,False,14,libero_goal_20260909,original,2.4570610523223877,10,10
2208,libero_goal/push_the_plate_to_the_front_of_the_stove,208,26,1008,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2209,libero_goal/push_the_plate_to_the_front_of_the_stove,209,26,1009,False,13,libero_goal_20260909,original,2.4570610523223877,11,11
2210,libero_goal/push_the_plate_to_the_front_of_the_stove,210,26,1010,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
2211,libero_goal/push_the_plate_to_the_front_of_the_stove,211,26,1011,False,12,libero_goal_20260909,original,2.4570610523223877,11,11
2212,libero_goal/push_the_plate_to_the_front_of_the_stove,212,26,1012,False,12,libero_goal_20260909,original,2.4570610523223877,9,9
